Gene1	Gene2	Gene1_name	Gene2_name	Family_ID	Chromosome	Distance_bp	Gene1_Start	Gene2_Start	Strand1	Strand2	Same_Orientation
KRH08793	KRH08799	GLYMA_16G174600	GLYMA_16G1751001	185	16	82404	33541866	33624270	+	+	True
KRH08794	KRH08795	GLYMA_16G174700	GLYMA_16G174800	185	16	19872	33568260	33588132	+	+	True
KRH08794	KRH08797	GLYMA_16G174700	GLYMA_16G175000	185	16	38591	33568260	33606851	+	+	True
KRH08794	KRH08799	GLYMA_16G174700	GLYMA_16G1751001	185	16	56010	33568260	33624270	+	+	True
KRH08795	KRH08797	GLYMA_16G174800	GLYMA_16G175000	185	16	18719	33588132	33606851	+	+	True
KRH08795	KRH08799	GLYMA_16G174800	GLYMA_16G1751001	185	16	36138	33588132	33624270	+	+	True
KRH08797	KRH08799	GLYMA_16G175000	GLYMA_16G1751001	185	16	17419	33606851	33624270	+	+	True
KRH08819	KRH08821	GLYMA_16G176400	GLYMA_16G176600	185	16	18223	33765921	33784144	+	+	True
KRH08819	KRH08824	GLYMA_16G176400	GLYMA_16G176800	185	16	47104	33765921	33813025	+	+	True
KRH08819	KRH08825	GLYMA_16G176400	GLYMA_16G176900	185	16	62323	33765921	33828244	+	+	True
KRH08821	KRH08824	GLYMA_16G176600	GLYMA_16G176800	185	16	28881	33784144	33813025	+	+	True
KRH08821	KRH08825	GLYMA_16G176600	GLYMA_16G176900	185	16	44100	33784144	33828244	+	+	True
KRH08824	KRH08825	GLYMA_16G176800	GLYMA_16G176900	185	16	15219	33813025	33828244	+	+	True
KRG99387	KRG99390	GLYMA_18G1412002	GLYMA_18G1412001	186	18	11220	21901016	21912236	+	+	True
KRH30345	KRH30347	GLYMA_11G177900	GLYMA_11G178100	187	11	38296	22926485	22964781	+	+	True
KRH30345	KRH30348	GLYMA_11G177900	GLYMA_11G178200	187	11	77355	22926485	23003840	+	+	True
KRH30347	KRH30348	GLYMA_11G178100	GLYMA_11G178200	187	11	39059	22964781	23003840	+	+	True
KRG98308	KRG98309	GLYMA_18G064300	GLYMA_18G064400	187	18	3141	5868802	5871943	-	-	True
KRH66610	KRH66613	GLYMA_03G117500	GLYMA_03G117600	188	3	58793	32675128	32733921	+	-	False
KRH30196	KRH30198	GLYMA_11G166600	GLYMA_11G166800	190	11	29583	16173269	16202852	-	+	False
KRG98242	KRG98243	GLYMA_18G059400	GLYMA_18G059500	190	18	1174	5270672	5271846	-	-	True
KRG98867	KRG98868	GLYMA_18G103500	GLYMA_18G103600	190	18	29907	11234541	11264448	+	+	True
KRG98868	KRG98872	GLYMA_18G103600	GLYMA_18G104000	190	18	95771	11264448	11360219	+	-	False
KRG98872	KRG98873	GLYMA_18G104000	GLYMA_18G104100	190	18	39351	11360219	11399570	-	-	True
KRH46094	KRH46095	GLYMA_08G311500	GLYMA_08G311600	190	8	3327	43082463	43085790	+	+	True
KRH46094	KRH46097	GLYMA_08G311500	GLYMA_08G311800	190	8	26437	43082463	43108900	+	+	True
KRH46094	KRH46098	GLYMA_08G311500	GLYMA_08G311900	190	8	32967	43082463	43115430	+	-	False
KRH46094	KRH46099	GLYMA_08G311500	GLYMA_08G312000	190	8	52270	43082463	43134733	+	+	True
KRH46095	KRH46097	GLYMA_08G311600	GLYMA_08G311800	190	8	23110	43085790	43108900	+	+	True
KRH46095	KRH46098	GLYMA_08G311600	GLYMA_08G311900	190	8	29640	43085790	43115430	+	-	False
KRH46095	KRH46099	GLYMA_08G311600	GLYMA_08G312000	190	8	48943	43085790	43134733	+	+	True
KRH46097	KRH46098	GLYMA_08G311800	GLYMA_08G311900	190	8	6530	43108900	43115430	+	-	False
KRH46097	KRH46099	GLYMA_08G311800	GLYMA_08G312000	190	8	25833	43108900	43134733	+	+	True
KRH46098	KRH46099	GLYMA_08G311900	GLYMA_08G312000	190	8	19303	43115430	43134733	-	+	False
KRH48989	KRH48990	GLYMA_07G124600	GLYMA_07G124700	193	7	30205	14837548	14867753	+	+	True
KRH07103	KRH07106	GLYMA_16G0684002	GLYMA_16G0684001	195	16	3468	6786013	6789481	-	-	True
KRH29063	KRH29064	GLYMA_11G094900	GLYMA_11G095000	196	11	4226	7202266	7206492	-	-	True
KRH29063	KRH29065	GLYMA_11G094900	GLYMA_11G095100	196	11	10172	7202266	7212438	-	-	True
KRH29063	KRH29066	GLYMA_11G094900	GLYMA_11G095200	196	11	16594	7202266	7218860	-	-	True
KRH29064	KRH29065	GLYMA_11G095000	GLYMA_11G095100	196	11	5946	7206492	7212438	-	-	True
KRH29064	KRH29066	GLYMA_11G095000	GLYMA_11G095200	196	11	12368	7206492	7218860	-	-	True
KRH29065	KRH29066	GLYMA_11G095100	GLYMA_11G095200	196	11	6422	7212438	7218860	-	-	True
KRH11966	KRH11967	GLYMA_15G142400	GLYMA_15G142500	196	15	5883	11649470	11655353	+	+	True
KRH07824	KRH07825	GLYMA_16G113200	GLYMA_16G113300	196	16	9187	25127860	25137047	-	-	True
KRH07824	KRH07828	GLYMA_16G113200	GLYMA_16G113600	196	16	52993	25127860	25180853	-	+	False
KRH07824	KRH07829	GLYMA_16G113200	GLYMA_16G113700	196	16	60150	25127860	25188010	-	+	False
KRH07825	KRH07828	GLYMA_16G113300	GLYMA_16G113600	196	16	43806	25137047	25180853	-	+	False
KRH07825	KRH07829	GLYMA_16G113300	GLYMA_16G113700	196	16	50963	25137047	25188010	-	+	False
KRH07828	KRH07829	GLYMA_16G113600	GLYMA_16G113700	196	16	7157	25180853	25188010	+	+	True
KRH07828	KRH07832	GLYMA_16G113600	GLYMA_16G114000	196	16	66960	25180853	25247813	+	-	False
KRH07828	KRH07833	GLYMA_16G113600	GLYMA_16G114100	196	16	92933	25180853	25273786	+	-	False
KRH07829	KRH07832	GLYMA_16G113700	GLYMA_16G114000	196	16	59803	25188010	25247813	+	-	False
KRH07829	KRH07833	GLYMA_16G113700	GLYMA_16G114100	196	16	85776	25188010	25273786	+	-	False
KRH07832	KRH07833	GLYMA_16G114000	GLYMA_16G114100	196	16	25973	25247813	25273786	-	-	True
KRG95163	KRG95165	GLYMA_19G134700	GLYMA_19G134800	196	19	5164	39575760	39580924	-	-	True
KRH66845	KRH66846	GLYMA_03G132600	GLYMA_03G132700	196	3	8048	34749612	34757660	+	+	True
KRH66845	KRH66848	GLYMA_03G132600	GLYMA_03G132900	196	3	33774	34749612	34783386	+	-	False
KRH66846	KRH66848	GLYMA_03G132700	GLYMA_03G132900	196	3	25726	34757660	34783386	+	-	False
KRH36990	KRH36991	GLYMA_09G037100	GLYMA_09G037200	196	9	8638	3093450	3102088	+	+	True
KRH18767	KRH18768	GLYMA_13G0811002	GLYMA_13G0811001	197	13	953	18881427	18882380	-	-	True
KRH64698	KRH64699	GLYMA_04G250700	GLYMA_04G250800	197	4	7291	51722323	51729614	-	-	True
KRH64698	KRH64700	GLYMA_04G250700	GLYMA_04G250900	197	4	14642	51722323	51736965	-	-	True
KRH64698	KRH64701	GLYMA_04G250700	GLYMA_04G251000	197	4	38201	51722323	51760524	-	-	True
KRH64698	KRH64703	GLYMA_04G250700	GLYMA_04G251100	197	4	63891	51722323	51786214	-	-	True
KRH64699	KRH64700	GLYMA_04G250800	GLYMA_04G250900	197	4	7351	51729614	51736965	-	-	True
KRH64699	KRH64701	GLYMA_04G250800	GLYMA_04G251000	197	4	30910	51729614	51760524	-	-	True
KRH64699	KRH64703	GLYMA_04G250800	GLYMA_04G251100	197	4	56600	51729614	51786214	-	-	True
KRH64700	KRH64701	GLYMA_04G250900	GLYMA_04G251000	197	4	23559	51736965	51760524	-	-	True
KRH64700	KRH64703	GLYMA_04G250900	GLYMA_04G251100	197	4	49249	51736965	51786214	-	-	True
KRH64701	KRH64703	GLYMA_04G251000	GLYMA_04G251100	197	4	25690	51760524	51786214	-	-	True
KRH53217	KRH53218	GLYMA_06G111600	GLYMA_06G111700	197	6	11154	9031777	9042931	+	+	True
KRH53217	KRH53219	GLYMA_06G111600	GLYMA_06G111800	197	6	20674	9031777	9052451	+	+	True
KRH53217	KRH53220	GLYMA_06G111600	GLYMA_06G111900	197	6	35717	9031777	9067494	+	+	True
KRH53217	KRH53221	GLYMA_06G111600	GLYMA_06G112000	197	6	43976	9031777	9075753	+	+	True
KRH53217	KRH53222	GLYMA_06G111600	GLYMA_06G112100	197	6	52429	9031777	9084206	+	+	True
KRH53218	KRH53219	GLYMA_06G111700	GLYMA_06G111800	197	6	9520	9042931	9052451	+	+	True
KRH53218	KRH53220	GLYMA_06G111700	GLYMA_06G111900	197	6	24563	9042931	9067494	+	+	True
KRH53218	KRH53221	GLYMA_06G111700	GLYMA_06G112000	197	6	32822	9042931	9075753	+	+	True
KRH53218	KRH53222	GLYMA_06G111700	GLYMA_06G112100	197	6	41275	9042931	9084206	+	+	True
KRH53219	KRH53220	GLYMA_06G111800	GLYMA_06G111900	197	6	15043	9052451	9067494	+	+	True
KRH53219	KRH53221	GLYMA_06G111800	GLYMA_06G112000	197	6	23302	9052451	9075753	+	+	True
KRH53219	KRH53222	GLYMA_06G111800	GLYMA_06G112100	197	6	31755	9052451	9084206	+	+	True
KRH53220	KRH53221	GLYMA_06G111900	GLYMA_06G112000	197	6	8259	9067494	9075753	+	+	True
KRH53220	KRH53222	GLYMA_06G111900	GLYMA_06G112100	197	6	16712	9067494	9084206	+	+	True
KRH53221	KRH53222	GLYMA_06G112000	GLYMA_06G112100	197	6	8453	9075753	9084206	+	+	True
KRH29984	KRH29987	GLYMA_11G151400	GLYMA_11G151700	198	11	39845	11960056	11999901	-	-	True
KRH25289	KRH25291	GLYMA_12G092600	GLYMA_12G092800	198	12	6160	7582981	7589141	+	+	True
KRH25289	KRH25292	GLYMA_12G092600	GLYMA_12G092900	198	12	13608	7582981	7596589	+	+	True
KRH25291	KRH25292	GLYMA_12G092800	GLYMA_12G092900	198	12	7448	7589141	7596589	+	+	True
KRG96226	KRG96227	GLYMA_19G196900	GLYMA_19G197000	198	19	7313	45405991	45413304	+	+	True
KRG96226	KRG96228	GLYMA_19G196900	GLYMA_19G197100	198	19	21362	45405991	45427353	+	+	True
KRG96226	KRG96229	GLYMA_19G196900	GLYMA_19G197200	198	19	26856	45405991	45432847	+	+	True
KRG96227	KRG96228	GLYMA_19G197000	GLYMA_19G197100	198	19	14049	45413304	45427353	+	+	True
KRG96227	KRG96229	GLYMA_19G197000	GLYMA_19G197200	198	19	19543	45413304	45432847	+	+	True
KRG96228	KRG96229	GLYMA_19G197100	GLYMA_19G197200	198	19	5494	45427353	45432847	+	+	True
KRH68312	KRH68313	GLYMA_03G222600	GLYMA_03G222700	198	3	4023	42550522	42554545	+	+	True
KRG98411	KRG98412	GLYMA_18G072100	GLYMA_18G072200	200	18	5660	6791743	6797403	-	-	True
KRH65739	KRH65744	GLYMA_03G058300	GLYMA_03G058500	200	3	46259	8280786	8327045	+	+	True
KRH46489	KRH46490	GLYMA_08G336900	GLYMA_08G337000	200	8	13192	45375224	45388416	-	-	True
KRH74748	KRH74753	GLYMA_01G040700	GLYMA_01G041100	201	1	11454	4392159	4403613	-	-	True
KRH74748	KRH74754	GLYMA_01G040700	GLYMA_01G041200	201	1	28370	4392159	4420529	-	-	True
KRH74753	KRH74754	GLYMA_01G041100	GLYMA_01G041200	201	1	16916	4403613	4420529	-	-	True
KRH01119	KRH01123	GLYMA_18G255200	GLYMA_18G255300	201	18	3947	54160047	54163994	-	-	True
KRH01119	KRH01124	GLYMA_18G255200	GLYMA_18G255400	201	18	6809	54160047	54166856	-	-	True
KRH01123	KRH01124	GLYMA_18G255300	GLYMA_18G255400	201	18	2862	54163994	54166856	-	-	True
KRH69383	KRH69384	GLYMA_02G023000	GLYMA_02G023100	201	2	10209	2094411	2104620	+	+	True
KRH69383	KRH69387	GLYMA_02G023000	GLYMA_02G023400	201	2	25021	2094411	2119432	+	+	True
KRH69384	KRH69387	GLYMA_02G023100	GLYMA_02G023400	201	2	14812	2104620	2119432	+	+	True
KRH40136	KRH40137	GLYMA_09G240800	GLYMA_09G240900	201	9	3405	46318690	46322095	+	+	True
KRH40136	KRH40138	GLYMA_09G240800	GLYMA_09G241000	201	9	8059	46318690	46326749	+	+	True
KRH40137	KRH40138	GLYMA_09G240900	GLYMA_09G241000	201	9	4654	46322095	46326749	+	+	True
KRH29424	KRH29425	GLYMA_11G115500	GLYMA_11G115600	202	11	4203	8828566	8832769	+	+	True
KRH29424	KRH29426	GLYMA_11G115500	GLYMA_11G115700	202	11	7276	8828566	8835842	+	+	True
KRH29424	KRH29427	GLYMA_11G115500	GLYMA_11G115800	202	11	9483	8828566	8838049	+	+	True
KRH29424	KRH29430	GLYMA_11G115500	GLYMA_11G116100	202	11	14547	8828566	8843113	+	+	True
KRH29424	KRH29431	GLYMA_11G115500	GLYMA_11G116200	202	11	21273	8828566	8849839	+	+	True
KRH29425	KRH29426	GLYMA_11G115600	GLYMA_11G115700	202	11	3073	8832769	8835842	+	+	True
KRH29425	KRH29427	GLYMA_11G115600	GLYMA_11G115800	202	11	5280	8832769	8838049	+	+	True
KRH29425	KRH29430	GLYMA_11G115600	GLYMA_11G116100	202	11	10344	8832769	8843113	+	+	True
KRH29425	KRH29431	GLYMA_11G115600	GLYMA_11G116200	202	11	17070	8832769	8849839	+	+	True
KRH29426	KRH29427	GLYMA_11G115700	GLYMA_11G115800	202	11	2207	8835842	8838049	+	+	True
KRH29426	KRH29430	GLYMA_11G115700	GLYMA_11G116100	202	11	7271	8835842	8843113	+	+	True
KRH29426	KRH29431	GLYMA_11G115700	GLYMA_11G116200	202	11	13997	8835842	8849839	+	+	True
KRH29427	KRH29430	GLYMA_11G115800	GLYMA_11G116100	202	11	5064	8838049	8843113	+	+	True
KRH29427	KRH29431	GLYMA_11G115800	GLYMA_11G116200	202	11	11790	8838049	8849839	+	+	True
KRH29430	KRH29431	GLYMA_11G116100	GLYMA_11G116200	202	11	6726	8843113	8849839	+	+	True
KRH24445	KRH24446	GLYMA_12G041400	GLYMA_12G041500	202	12	3492	3009659	3013151	+	+	True
KRH24445	KRH24447	GLYMA_12G041400	GLYMA_12G041600	202	12	11268	3009659	3020927	+	+	True
KRH24445	KRH24448	GLYMA_12G041400	GLYMA_12G041700	202	12	13936	3009659	3023595	+	+	True
KRH24445	KRH24450	GLYMA_12G041400	GLYMA_12G041900	202	12	19751	3009659	3029410	+	+	True
KRH24445	KRH24451	GLYMA_12G041400	GLYMA_12G042000	202	12	25829	3009659	3035488	+	+	True
KRH24446	KRH24447	GLYMA_12G041500	GLYMA_12G041600	202	12	7776	3013151	3020927	+	+	True
KRH24446	KRH24448	GLYMA_12G041500	GLYMA_12G041700	202	12	10444	3013151	3023595	+	+	True
KRH24446	KRH24450	GLYMA_12G041500	GLYMA_12G041900	202	12	16259	3013151	3029410	+	+	True
KRH24446	KRH24451	GLYMA_12G041500	GLYMA_12G042000	202	12	22337	3013151	3035488	+	+	True
KRH24447	KRH24448	GLYMA_12G041600	GLYMA_12G041700	202	12	2668	3020927	3023595	+	+	True
KRH24447	KRH24450	GLYMA_12G041600	GLYMA_12G041900	202	12	8483	3020927	3029410	+	+	True
KRH24447	KRH24451	GLYMA_12G041600	GLYMA_12G042000	202	12	14561	3020927	3035488	+	+	True
KRH24448	KRH24450	GLYMA_12G041700	GLYMA_12G041900	202	12	5815	3023595	3029410	+	+	True
KRH24448	KRH24451	GLYMA_12G041700	GLYMA_12G042000	202	12	11893	3023595	3035488	+	+	True
KRH24450	KRH24451	GLYMA_12G041900	GLYMA_12G042000	202	12	6078	3029410	3035488	+	+	True
KRH60817	KRH60819	GLYMA_04G011300	GLYMA_04G011500	202	4	5233	872875	878108	+	-	False
KRH60817	KRH60821	GLYMA_04G011300	GLYMA_04G011600	202	4	8584	872875	881459	+	+	True
KRH60817	KRH60822	GLYMA_04G011300	GLYMA_04G011700	202	4	11450	872875	884325	+	+	True
KRH60819	KRH60821	GLYMA_04G011500	GLYMA_04G011600	202	4	3351	878108	881459	-	+	False
KRH60819	KRH60822	GLYMA_04G011500	GLYMA_04G011700	202	4	6217	878108	884325	-	+	False
KRH60821	KRH60822	GLYMA_04G011600	GLYMA_04G011700	202	4	2866	881459	884325	+	+	True
KRH51511	KRH51513	GLYMA_06G011200	GLYMA_06G011400	202	6	8575	853128	861703	+	-	False
KRH51511	KRH51514	GLYMA_06G011200	GLYMA_06G011500	202	6	11376	853128	864504	+	-	False
KRH51511	KRH51515	GLYMA_06G011200	GLYMA_06G011600	202	6	13147	853128	866275	+	+	True
KRH51513	KRH51514	GLYMA_06G011400	GLYMA_06G011500	202	6	2801	861703	864504	-	-	True
KRH51513	KRH51515	GLYMA_06G011400	GLYMA_06G011600	202	6	4572	861703	866275	-	+	False
KRH51514	KRH51515	GLYMA_06G011500	GLYMA_06G011600	202	6	1771	864504	866275	-	+	False
KRH64887	KRH64889	GLYMA_03G002700	GLYMA_03G002900	204	3	12244	257834	270078	+	-	False
KRH64887	KRH64890	GLYMA_03G002700	GLYMA_03G003000	204	3	23747	257834	281581	+	+	True
KRH64887	KRH64891	GLYMA_03G002700	GLYMA_03G003100	204	3	30729	257834	288563	+	+	True
KRH64887	KRH64893	GLYMA_03G002700	GLYMA_03G003300	204	3	42870	257834	300704	+	+	True
KRH64889	KRH64890	GLYMA_03G002900	GLYMA_03G003000	204	3	11503	270078	281581	-	+	False
KRH64889	KRH64891	GLYMA_03G002900	GLYMA_03G003100	204	3	18485	270078	288563	-	+	False
KRH64889	KRH64893	GLYMA_03G002900	GLYMA_03G003300	204	3	30626	270078	300704	-	+	False
KRH64890	KRH64891	GLYMA_03G003000	GLYMA_03G003100	204	3	6982	281581	288563	+	+	True
KRH64890	KRH64893	GLYMA_03G003000	GLYMA_03G003300	204	3	19123	281581	300704	+	+	True
KRH64891	KRH64893	GLYMA_03G003100	GLYMA_03G003300	204	3	12141	288563	300704	+	+	True
KRH61352	KRH61353	GLYMA_04G042400	GLYMA_04G042500	204	4	6173	3423548	3429721	+	+	True
KRH61352	KRH61354	GLYMA_04G042400	GLYMA_04G042600	204	4	10391	3423548	3433939	+	-	False
KRH61353	KRH61354	GLYMA_04G042500	GLYMA_04G042600	204	4	4218	3429721	3433939	+	-	False
KRH48732	KRH48734	GLYMA_07G108200	GLYMA_07G108400	204	7	16026	10635637	10651663	+	-	False
KRH46756	KRH46757	GLYMA_08G354900	GLYMA_08G355000	204	8	4662	46762165	46766827	-	+	False
KRH46756	KRH46758	GLYMA_08G354900	GLYMA_08G355100	204	8	15417	46762165	46777582	-	+	False
KRH46756	KRH46759	GLYMA_08G354900	GLYMA_08G355200	204	8	20815	46762165	46782980	-	-	True
KRH46757	KRH46758	GLYMA_08G355000	GLYMA_08G355100	204	8	10755	46766827	46777582	+	+	True
KRH46757	KRH46759	GLYMA_08G355000	GLYMA_08G355200	204	8	16153	46766827	46782980	+	-	False
KRH46758	KRH46759	GLYMA_08G355100	GLYMA_08G355200	204	8	5398	46777582	46782980	+	-	False
KRH36151	KRH36152	GLYMA_10G286800	GLYMA_10G286900	207	10	6073	50636821	50642894	-	-	True
KRH36151	KRH36155	GLYMA_10G286800	GLYMA_10G287100	207	10	10825	50636821	50647646	-	-	True
KRH36151	KRH36156	GLYMA_10G286800	GLYMA_10G287200	207	10	13476	50636821	50650297	-	-	True
KRH36151	KRH36157	GLYMA_10G286800	GLYMA_10G287300	207	10	16850	50636821	50653671	-	-	True
KRH36151	KRH36159	GLYMA_10G286800	GLYMA_10G287500	207	10	21521	50636821	50658342	-	-	True
KRH36152	KRH36155	GLYMA_10G286900	GLYMA_10G287100	207	10	4752	50642894	50647646	-	-	True
KRH36152	KRH36156	GLYMA_10G286900	GLYMA_10G287200	207	10	7403	50642894	50650297	-	-	True
KRH36152	KRH36157	GLYMA_10G286900	GLYMA_10G287300	207	10	10777	50642894	50653671	-	-	True
KRH36152	KRH36159	GLYMA_10G286900	GLYMA_10G287500	207	10	15448	50642894	50658342	-	-	True
KRH36155	KRH36156	GLYMA_10G287100	GLYMA_10G287200	207	10	2651	50647646	50650297	-	-	True
KRH36155	KRH36157	GLYMA_10G287100	GLYMA_10G287300	207	10	6025	50647646	50653671	-	-	True
KRH36155	KRH36159	GLYMA_10G287100	GLYMA_10G287500	207	10	10696	50647646	50658342	-	-	True
KRH36156	KRH36157	GLYMA_10G287200	GLYMA_10G287300	207	10	3374	50650297	50653671	-	-	True
KRH36156	KRH36159	GLYMA_10G287200	GLYMA_10G287500	207	10	8045	50650297	50658342	-	-	True
KRH36157	KRH36159	GLYMA_10G287300	GLYMA_10G287500	207	10	4671	50653671	50658342	-	-	True
KRG89248	KRG89249	GLYMA_20G011100	GLYMA_20G011200	207	20	5401	932526	937927	-	-	True
KRG90601	KRG90603	GLYMA_20G101800	GLYMA_20G102000	207	20	7374	34481365	34488739	+	+	True
KRG90601	KRG90604	GLYMA_20G101800	GLYMA_20G102100	207	20	14374	34481365	34495739	+	+	True
KRG90601	KRG90605	GLYMA_20G101800	GLYMA_20G102200	207	20	18211	34481365	34499576	+	+	True
KRG90601	KRG90606	GLYMA_20G101800	GLYMA_20G102300	207	20	40622	34481365	34521987	+	+	True
KRG90603	KRG90604	GLYMA_20G102000	GLYMA_20G102100	207	20	7000	34488739	34495739	+	+	True
KRG90603	KRG90605	GLYMA_20G102000	GLYMA_20G102200	207	20	10837	34488739	34499576	+	+	True
KRG90603	KRG90606	GLYMA_20G102000	GLYMA_20G102300	207	20	33248	34488739	34521987	+	+	True
KRG90604	KRG90605	GLYMA_20G102100	GLYMA_20G102200	207	20	3837	34495739	34499576	+	+	True
KRG90604	KRG90606	GLYMA_20G102100	GLYMA_20G102300	207	20	26248	34495739	34521987	+	+	True
KRG90605	KRG90606	GLYMA_20G102200	GLYMA_20G102300	207	20	22411	34499576	34521987	+	+	True
KRH08780	KRH08789	GLYMA_16G173700	GLYMA_16G174200	209	16	60380	33430875	33491255	+	+	True
KRH34041	KRH34048	GLYMA_10G159700	GLYMA_10G159800	211	10	8557	39402685	39411242	-	-	True
KRG92759	KRG92761	GLYMA_20G228900	GLYMA_20G229000	211	20	7342	46298670	46306012	+	+	True
KRH35271	KRH35274	GLYMA_10G233100	GLYMA_10G233200	213	10	7055	46237132	46244187	-	-	True
KRH08894	KRH08895	GLYMA_16G1811001	GLYMA_16G181200	213	16	13825	34202308	34216133	-	-	True
KRH08894	KRH08897	GLYMA_16G1811001	GLYMA_16G181300	213	16	22745	34202308	34225053	-	-	True
KRH08894	KRH08898	GLYMA_16G1811001	GLYMA_16G181400	213	16	33368	34202308	34235676	-	-	True
KRH08895	KRH08897	GLYMA_16G181200	GLYMA_16G181300	213	16	8920	34216133	34225053	-	-	True
KRH08895	KRH08898	GLYMA_16G181200	GLYMA_16G181400	213	16	19543	34216133	34235676	-	-	True
KRH08897	KRH08898	GLYMA_16G181300	GLYMA_16G181400	213	16	10623	34225053	34235676	-	-	True
KRG91556	KRG91557	GLYMA_20G161200	GLYMA_20G161300	213	20	7870	39914443	39922313	+	+	True
KRH38419	KRH38426	GLYMA_09G135200	GLYMA_09G135300	213	9	19291	33663328	33682619	-	-	True
KRH38419	KRH38431	GLYMA_09G135200	GLYMA_09G135700	213	9	83701	33663328	33747029	-	-	True
KRH38426	KRH38431	GLYMA_09G135300	GLYMA_09G135700	213	9	64410	33682619	33747029	-	-	True
KRH38426	KRH38432	GLYMA_09G135300	GLYMA_09G135800	213	9	88194	33682619	33770813	-	+	False
KRH38431	KRH38432	GLYMA_09G135700	GLYMA_09G135800	213	9	23784	33747029	33770813	-	+	False
KRH38431	KRH38433	GLYMA_09G135700	GLYMA_09G135900	213	9	42997	33747029	33790026	-	-	True
KRH38432	KRH38433	GLYMA_09G135800	GLYMA_09G135900	213	9	19213	33770813	33790026	+	-	False
KRH60293	KRH60295	GLYMA_05G231800	GLYMA_05G231900	214	5	9809	40924505	40934314	+	+	True
KRH48410	KRH48412	GLYMA_07G087400	GLYMA_07G087500	214	7	24970	8068697	8093667	-	+	False
KRH48410	KRH48414	GLYMA_07G087400	GLYMA_07G087600	214	7	34691	8068697	8103388	-	+	False
KRH48412	KRH48414	GLYMA_07G087500	GLYMA_07G087600	214	7	9721	8093667	8103388	+	+	True
KRH41586	KRH41589	GLYMA_08G039200	GLYMA_08G039300	214	8	6326	3066599	3072925	+	+	True
KRH39267	KRH39268	GLYMA_09G189200	GLYMA_09G189300	214	9	11175	41395988	41407163	-	-	True
KRH39267	KRH39270	GLYMA_09G189200	GLYMA_09G189500	214	9	41778	41395988	41437766	-	+	False
KRH39268	KRH39270	GLYMA_09G189300	GLYMA_09G189500	214	9	30603	41407163	41437766	-	+	False
KRH05305	KRH05306	GLYMA_17G2189002	GLYMA_17G2189001	216	17	2211	37041468	37043679	+	+	True
KRG93492	KRG93493	GLYMA_19G019700	GLYMA_19G019800	216	19	4874	2096057	2100931	-	+	False
KRH47019	KRH47024	GLYMA_07G0043002	GLYMA_07G0043001	218	7	12067	316198	328265	-	-	True
KRH18283	KRH18284	GLYMA_13G049000	GLYMA_13G049100	219	13	21255	14477697	14498952	-	-	True
KRH18283	KRH18285	GLYMA_13G049000	GLYMA_13G0492002	219	13	37472	14477697	14515169	-	-	True
KRH18283	KRH18286	GLYMA_13G049000	GLYMA_13G0492001	219	13	41033	14477697	14518730	-	-	True
KRH18284	KRH18285	GLYMA_13G049100	GLYMA_13G0492002	219	13	16217	14498952	14515169	-	-	True
KRH18284	KRH18286	GLYMA_13G049100	GLYMA_13G0492001	219	13	19778	14498952	14518730	-	-	True
KRH18285	KRH18286	GLYMA_13G0492002	GLYMA_13G0492001	219	13	3561	14515169	14518730	-	-	True
KRH21279	KRH21282	GLYMA_13G229800	GLYMA_13G230100	219	13	18333	34194968	34213301	+	+	True
KRH11012	KRH11013	GLYMA_15G082500	GLYMA_15G082600	219	15	5553	6291589	6297142	-	-	True
KRH11012	KRH11014	GLYMA_15G082500	GLYMA_15G082700	219	15	8836	6291589	6300425	-	-	True
KRH11013	KRH11014	GLYMA_15G082600	GLYMA_15G082700	219	15	3283	6297142	6300425	-	-	True
KRH01481	KRH01482	GLYMA_18G279800	GLYMA_18G279900	219	18	10729	56074203	56084932	+	+	True
KRG93788	KRG93789	GLYMA_19G041300	GLYMA_19G041400	219	19	25060	6007934	6032994	-	-	True
KRG93788	KRG93791	GLYMA_19G041300	GLYMA_19G041600	219	19	35564	6007934	6043498	-	-	True
KRG93788	KRG93792	GLYMA_19G041300	GLYMA_19G041700	219	19	68304	6007934	6076238	-	-	True
KRG93788	KRG93793	GLYMA_19G041300	GLYMA_19G041800	219	19	84827	6007934	6092761	-	+	False
KRG93789	KRG93791	GLYMA_19G041400	GLYMA_19G041600	219	19	10504	6032994	6043498	-	-	True
KRG93789	KRG93792	GLYMA_19G041400	GLYMA_19G041700	219	19	43244	6032994	6076238	-	-	True
KRG93789	KRG93793	GLYMA_19G041400	GLYMA_19G041800	219	19	59767	6032994	6092761	-	+	False
KRG93789	KRG93794	GLYMA_19G041400	GLYMA_19G0419002	219	19	76163	6032994	6109157	-	+	False
KRG93789	KRG93795	GLYMA_19G041400	GLYMA_19G0419003	219	19	79526	6032994	6112520	-	+	False
KRG93789	KRG93796	GLYMA_19G041400	GLYMA_19G0419001	219	19	81726	6032994	6114720	-	+	False
KRG93791	KRG93792	GLYMA_19G041600	GLYMA_19G041700	219	19	32740	6043498	6076238	-	-	True
KRG93791	KRG93793	GLYMA_19G041600	GLYMA_19G041800	219	19	49263	6043498	6092761	-	+	False
KRG93791	KRG93794	GLYMA_19G041600	GLYMA_19G0419002	219	19	65659	6043498	6109157	-	+	False
KRG93791	KRG93795	GLYMA_19G041600	GLYMA_19G0419003	219	19	69022	6043498	6112520	-	+	False
