Gene_ID	Chromosome	Start	End	Strand
gene:GLYMA_03G099600	3	28840305	28852940	+
gene:GLYMA_03G099700	3	28869818	28873948	+
gene:GLYMA_03G0998002	3	28877626	28880052	+
gene:GLYMA_03G0998001	3	28880640	28886534	+
gene:GLYMA_03G099900	3	28891817	28897248	-
gene:GLYMA_03G100000	3	28931466	28936543	+
gene:GLYMA_03G100100	3	28938232	28940771	+
gene:GLYMA_03G100200	3	28944607	28944852	-
gene:GLYMA_03G100300	3	28946997	28949275	-
gene:GLYMA_03G100400	3	28952162	28954283	-
gene:GLYMA_03G100500	3	28960040	28964320	-
gene:GLYMA_03G100600	3	28966398	28971356	-
gene:GLYMA_03G100700	3	28973240	28977426	+
gene:GLYMA_03G100800	3	28980378	28988564	+
gene:GLYMA_03G100900	3	28981367	28981522	-
gene:GLYMA_03G101000	3	28992737	29005762	-
gene:GLYMA_03G101100	3	29019677	29020893	-
gene:GLYMA_03G101200	3	29047464	29057289	+
gene:GLYMA_03G101300	3	29086205	29092872	+
gene:GLYMA_03G101400	3	29180433	29182989	-
gene:GLYMA_03G101500	3	29197799	29198872	+
gene:GLYMA_03G101600	3	29225046	29225922	+
gene:GLYMA_03G101700	3	29240836	29255414	+
gene:GLYMA_03G101800	3	29260513	29268376	-
gene:GLYMA_03G101900	3	29271934	29272152	-
gene:GLYMA_03G102000	3	29328322	29331146	-
gene:GLYMA_03G102100	3	29375196	29377124	+
gene:GLYMA_03G102200	3	29378713	29379089	+
gene:GLYMA_03G102300	3	29380195	29380771	+
gene:GLYMA_03G102400	3	29420427	29420993	+
gene:GLYMA_03G102500	3	29421943	29447601	-
gene:GLYMA_03G102600	3	29449805	29450980	-
gene:GLYMA_03G102700	3	29504398	29511293	+
gene:GLYMA_03G102800	3	29531223	29538669	-
gene:GLYMA_03G102900	3	29563789	29582624	+
gene:GLYMA_03G103000	3	29608409	29608825	+
gene:GLYMA_03G103100	3	29645105	29646139	+
gene:GLYMA_03G103200	3	29676301	29682370	+
gene:GLYMA_03G103300	3	29711921	29712844	+
gene:GLYMA_03G103400	3	29748622	29749487	-
gene:GLYMA_03G103500	3	29754607	29760597	+
gene:GLYMA_03G103600	3	29762718	29766420	-
gene:GLYMA_03G103700	3	29785369	29786467	+
gene:GLYMA_03G103800	3	29794869	29795948	-
gene:GLYMA_03G103900	3	29808134	29820122	-
gene:GLYMA_03G104000	3	29826118	29829382	-
gene:GLYMA_03G104100	3	29834254	29834619	-
gene:GLYMA_03G104200	3	29835279	29837133	-
gene:GLYMA_03G104300	3	29858646	29861882	-
gene:GLYMA_03G104400	3	29863121	29869707	-
gene:GLYMA_03G104500	3	29885520	29887505	+
gene:GLYMA_03G104600	3	29889110	29890178	+
gene:GLYMA_03G104700	3	29937360	29939491	-
gene:GLYMA_03G104800	3	29958032	29960373	+
gene:GLYMA_03G104900	3	29971798	29972810	-
gene:GLYMA_03G105000	3	30023194	30032138	+
gene:GLYMA_03G105100	3	30024522	30026353	+
gene:GLYMA_03G1052001	3	30069442	30087166	+
gene:GLYMA_03G105300	3	30170661	30174174	+
gene:GLYMA_03G105400	3	30187959	30189612	+
gene:GLYMA_03G105500	3	30200083	30206908	-
gene:GLYMA_03G105600	3	30270419	30273552	-
gene:GLYMA_03G105700	3	30363851	30367411	-
gene:GLYMA_03G105800	3	30371188	30372468	-
gene:GLYMA_03G105900	3	30399274	30400121	-
gene:GLYMA_03G106000	3	30401548	30402819	-
gene:GLYMA_03G106100	3	30413074	30413461	-
gene:GLYMA_03G106200	3	30416907	30419374	+
gene:GLYMA_03G106300	3	30463799	30466711	+
gene:GLYMA_03G106400	3	30476820	30479997	+
gene:GLYMA_03G106500	3	30484867	30493802	+
gene:GLYMA_03G106600	3	30584263	30588217	-
gene:GLYMA_03G106700	3	30614249	30618059	-
gene:GLYMA_03G106800	3	30620170	30622600	-
gene:GLYMA_03G106900	3	30627416	30630485	+
gene:GLYMA_03G107000	3	30655239	30656966	-
gene:GLYMA_03G107100	3	30674923	30676912	+
gene:GLYMA_03G107200	3	30696430	30697375	+
gene:GLYMA_03G107300	3	30703094	30720481	+
gene:GLYMA_03G107400	3	30726513	30728499	+
gene:GLYMA_03G107500	3	30782961	30788193	+
gene:GLYMA_03G107600	3	30796476	30799808	+
gene:GLYMA_03G107700	3	30817613	30824370	+
gene:GLYMA_03G107800	3	30829478	30831847	-
gene:GLYMA_03G107900	3	30837401	30838744	-
gene:GLYMA_03G108000	3	30838837	30856231	+
gene:GLYMA_03G108100	3	30858539	30862633	-
gene:GLYMA_03G108200	3	30864388	30880598	-
gene:GLYMA_03G108300	3	30890135	30893361	+
gene:GLYMA_03G108400	3	30897839	30899556	+
gene:GLYMA_03G108500	3	30926122	30929063	+
gene:GLYMA_03G108600	3	30930995	30934526	+
gene:GLYMA_03G108700	3	30937517	30938087	+
gene:GLYMA_03G108800	3	30938223	30938513	+
gene:GLYMA_03G108900	3	30941353	30948488	-
gene:GLYMA_03G109000	3	30950848	30961071	-
gene:GLYMA_03G109100	3	31002094	31010324	-
gene:GLYMA_03G109200	3	31071436	31074567	+
gene:GLYMA_03G109300	3	31113271	31120782	+
gene:GLYMA_03G109400	3	31152754	31159036	+
gene:GLYMA_03G109500	3	31164023	31166187	-
gene:GLYMA_03G109600	3	31199310	31200729	-
gene:GLYMA_03G109700	3	31203000	31205514	-
gene:GLYMA_03G109800	3	31218040	31219550	-
gene:GLYMA_03G109900	3	31359985	31361793	-
gene:GLYMA_03G110000	3	31373743	31375159	-
gene:GLYMA_03G110100	3	31375235	31378303	-
gene:GLYMA_03G110200	3	31398691	31402685	+
gene:GLYMA_03G110300	3	31407145	31411818	-
gene:GLYMA_03G110400	3	31414823	31417224	+
gene:GLYMA_03G1105002	3	31418852	31424259	-
gene:GLYMA_03G1105001	3	31430502	31444411	-
gene:GLYMA_03G110600	3	31460178	31462992	+
gene:GLYMA_03G110700	3	31477831	31485667	-
gene:GLYMA_03G110800	3	31505606	31506179	+
gene:GLYMA_03G110900	3	31514265	31514575	+
gene:GLYMA_03G111000	3	31535057	31542398	+
gene:GLYMA_03G111100	3	31563473	31565732	-
gene:GLYMA_03G111200	3	31583183	31587731	+
gene:GLYMA_03G111300	3	31600883	31607678	-
gene:GLYMA_03G111400	3	31631299	31645629	-
gene:GLYMA_03G111500	3	31649025	31649734	-
gene:GLYMA_03G111600	3	31690605	31692831	-
gene:GLYMA_03G111700	3	31704856	31705918	-
gene:GLYMA_03G111800	3	31723225	31723778	-
gene:GLYMA_03G111900	3	31755777	31758233	+
gene:GLYMA_03G112000	3	31768323	31769283	+
gene:GLYMA_03G112100	3	31839724	31840898	+
gene:GLYMA_03G112200	3	31851977	31854549	-
gene:GLYMA_03G112300	3	31858971	31859890	-
gene:GLYMA_03G112400	3	31885600	31886211	-
gene:GLYMA_03G112500	3	31904719	31908109	-
gene:GLYMA_03G112600	3	31927720	31928212	-
gene:GLYMA_03G112700	3	31930078	31931260	-
gene:GLYMA_03G112800	3	31934185	31934872	+
gene:GLYMA_03G112900	3	31965807	31966798	-
gene:GLYMA_03G113000	3	31967776	31968237	+
gene:GLYMA_03G113100	3	31997092	31998052	+
gene:GLYMA_03G113200	3	31999838	32001505	+
gene:GLYMA_03G113300	3	32003964	32005939	+
gene:GLYMA_03G113400	3	32046070	32053402	+
gene:GLYMA_03G113500	3	32050319	32065549	-
gene:GLYMA_03G1136001	3	32075492	32080077	+
gene:GLYMA_03G113700	3	32097576	32099393	+
gene:GLYMA_03G113800	3	32099414	32107264	-
gene:GLYMA_03G113900	3	32108813	32109136	-
gene:GLYMA_03G114000	3	32116032	32117326	+
gene:GLYMA_03G114100	3	32118052	32123053	-
gene:GLYMA_03G114200	3	32122836	32127783	+
gene:GLYMA_03G114300	3	32130171	32133851	-
gene:GLYMA_03G114400	3	32149520	32151391	-
gene:GLYMA_03G114500	3	32176729	32185086	+
gene:GLYMA_03G114600	3	32187214	32189441	+
gene:GLYMA_03G114700	3	32197347	32201391	+
gene:GLYMA_03G114800	3	32207731	32209923	+
gene:GLYMA_03G114900	3	32219015	32222122	-
gene:GLYMA_03G115000	3	32245446	32246665	-
gene:GLYMA_03G115100	3	32278338	32282616	+
gene:GLYMA_03G115200	3	32309668	32312801	+
gene:GLYMA_03G115300	3	32312805	32315699	-
gene:GLYMA_03G115400	3	32326735	32328801	+
gene:GLYMA_03G115500	3	32330538	32332227	-
gene:GLYMA_03G115600	3	32334574	32334873	+
gene:GLYMA_03G115700	3	32358263	32360252	+
gene:GLYMA_03G115800	3	32385586	32387345	+
gene:GLYMA_03G115900	3	32388772	32391262	+
gene:GLYMA_03G116000	3	32394623	32396622	-
gene:GLYMA_03G116100	3	32411685	32414299	+
gene:GLYMA_03G116200	3	32453871	32455481	-
gene:GLYMA_03G116300	3	32461177	32464944	-
gene:GLYMA_03G116400	3	32508581	32509138	-
gene:GLYMA_03G116500	3	32522646	32524234	+
gene:GLYMA_03G116600	3	32527538	32532097	+
gene:GLYMA_03G116700	3	32559505	32561139	+
gene:GLYMA_03G116800	3	32588130	32588750	-
gene:GLYMA_03G116900	3	32596930	32606076	-
gene:GLYMA_03G117000	3	32609291	32612725	-
gene:GLYMA_03G117100	3	32618442	32618591	+
gene:GLYMA_03G117200	3	32620755	32620964	-
gene:GLYMA_03G117300	3	32632725	32644702	-
gene:GLYMA_03G117400	3	32659649	32660917	+
gene:GLYMA_03G117500	3	32675128	32678106	+
gene:GLYMA_03G117600	3	32733921	32737812	-
gene:GLYMA_03G117700	3	32751973	32753153	+
gene:GLYMA_03G117800	3	32787301	32788674	-
gene:GLYMA_03G117900	3	32808540	32809888	+
gene:GLYMA_03G118000	3	32819034	32820639	+
gene:GLYMA_03G118100	3	32834898	32836358	-
gene:GLYMA_03G118200	3	32856505	32871370	+
gene:GLYMA_03G118300	3	32877840	32878193	+
gene:GLYMA_03G118400	3	32894089	32914968	+
gene:GLYMA_03G118500	3	32915738	32918033	-
gene:GLYMA_03G118600	3	32934744	32936040	-
gene:GLYMA_03G118700	3	32936215	32937424	-
gene:GLYMA_03G118800	3	32936215	32939566	-
gene:GLYMA_03G118900	3	32970399	32971940	-
gene:GLYMA_03G119000	3	32977521	32977994	+
gene:GLYMA_03G119100	3	32995556	32996401	+
gene:GLYMA_03G119200	3	33003036	33009545	-
gene:GLYMA_03G119300	3	33034860	33037871	+
gene:GLYMA_03G119400	3	33050316	33052747	+
gene:GLYMA_03G119500	3	33054914	33058066	-
gene:GLYMA_03G119600	3	33068087	33069378	+
gene:GLYMA_03G119700	3	33069604	33076804	-
gene:GLYMA_03G119800	3	33102623	33106721	-
gene:GLYMA_03G119900	3	33111118	33116403	-
gene:GLYMA_03G120000	3	33133784	33143529	+
gene:GLYMA_03G120100	3	33174271	33180608	+
gene:GLYMA_03G120200	3	33182810	33187750	+
gene:GLYMA_03G120300	3	33188908	33189857	-
gene:GLYMA_03G120400	3	33190575	33197745	-
gene:GLYMA_03G120500	3	33197952	33200333	+
gene:GLYMA_03G120600	3	33212535	33215885	+
gene:GLYMA_03G120700	3	33241781	33243313	-
gene:GLYMA_03G120800	3	33265163	33267694	-
gene:GLYMA_03G120900	3	33269552	33271845	-
gene:GLYMA_03G121000	3	33279108	33288372	-
gene:GLYMA_03G121100	3	33298796	33310973	+
gene:GLYMA_03G121200	3	33312146	33319776	+
gene:GLYMA_03G121300	3	33330721	33355066	-
gene:GLYMA_03G121400	3	33378023	33384025	-
gene:GLYMA_03G121500	3	33385980	33392841	-
gene:GLYMA_03G121600	3	33418210	33420445	-
gene:GLYMA_03G121700	3	33427862	33433157	+
gene:GLYMA_03G121800	3	33438622	33444180	-
gene:GLYMA_03G121900	3	33446460	33448630	-
gene:GLYMA_03G122000	3	33465897	33470557	-
gene:GLYMA_03G122100	3	33475265	33480753	-
gene:GLYMA_03G122200	3	33489202	33491799	-
gene:GLYMA_03G122300	3	33524956	33527089	-
gene:GLYMA_03G122400	3	33530871	33541756	-
gene:GLYMA_03G122500	3	33543574	33548651	-
gene:GLYMA_03G122600	3	33546070	33546780	+
gene:GLYMA_03G122700	3	33560639	33561216	-
gene:GLYMA_03G122800	3	33563075	33563440	+
gene:GLYMA_03G122900	3	33565634	33574609	-
gene:GLYMA_03G123000	3	33576888	33583677	-
gene:GLYMA_03G123100	3	33594820	33598580	+
gene:GLYMA_03G123200	3	33600727	33604135	-
gene:GLYMA_03G123300	3	33625660	33629748	+
gene:GLYMA_03G123400	3	33633940	33636572	-
gene:GLYMA_03G123500	3	33639387	33646910	-
gene:GLYMA_03G123600	3	33647929	33651160	-
gene:GLYMA_03G123700	3	33653642	33654581	+
gene:GLYMA_03G123800	3	33656023	33658606	-
gene:GLYMA_03G123900	3	33664232	33665858	-
gene:GLYMA_03G124000	3	33679993	33682330	-
gene:GLYMA_03G124100	3	33688011	33688417	-
gene:GLYMA_03G124200	3	33695736	33699879	-
gene:GLYMA_03G124300	3	33701544	33710344	-
gene:GLYMA_03G124400	3	33743443	33746437	+
gene:GLYMA_03G124500	3	33758581	33761848	+
gene:GLYMA_03G124600	3	33763170	33763361	+
gene:GLYMA_03G124700	3	33775827	33780143	-
gene:GLYMA_03G124800	3	33825387	33826142	-
gene:GLYMA_03G124900	3	33836737	33841206	-
gene:GLYMA_03G125000	3	33861677	33862896	+
gene:GLYMA_03G125100	3	33877682	33878053	+
gene:GLYMA_03G125200	3	33883327	33887351	+
gene:GLYMA_03G125300	3	33890604	33893215	+
gene:GLYMA_03G125400	3	33908827	33911892	+
gene:GLYMA_03G125500	3	33918636	33921548	+
gene:GLYMA_03G125600	3	33929118	33932487	+
gene:GLYMA_03G125700	3	33937798	33938208	-
gene:GLYMA_03G125800	3	33939483	33941884	-
gene:GLYMA_03G125900	3	33953866	33955245	+
gene:GLYMA_03G126000	3	33981704	33985680	+
gene:GLYMA_03G126100	3	33996761	33998438	+
gene:GLYMA_03G126200	3	34024688	34029300	+
gene:GLYMA_03G126300	3	34035603	34039963	+
gene:GLYMA_03G126400	3	34041406	34050027	-
gene:GLYMA_03G126500	3	34059212	34060150	-
gene:GLYMA_03G126600	3	34060406	34063710	-
gene:GLYMA_03G126700	3	34076454	34078684	-
gene:GLYMA_03G126800	3	34080795	34087409	-
gene:GLYMA_03G126900	3	34093466	34095741	-
gene:GLYMA_03G127000	3	34107879	34108337	+
gene:GLYMA_03G127100	3	34115054	34116647	+
gene:GLYMA_03G127200	3	34121970	34127571	+
gene:GLYMA_03G127300	3	34130601	34142016	-
gene:GLYMA_03G127400	3	34143136	34143836	+
gene:GLYMA_03G127500	3	34146849	34152541	-
gene:GLYMA_03G127600	3	34171531	34177989	-
gene:GLYMA_03G127700	3	34202468	34205228	-
gene:GLYMA_03G127800	3	34230976	34231921	+
gene:GLYMA_03G127900	3	34241581	34243630	-
gene:GLYMA_03G128000	3	34248315	34250194	+
gene:GLYMA_03G128100	3	34251773	34256883	+
gene:GLYMA_03G128200	3	34259243	34264002	+
gene:GLYMA_03G1283002	3	34272256	34272643	+
gene:GLYMA_03G1283001	3	34275011	34300487	+
gene:GLYMA_03G128400	3	34303106	34303624	-
gene:GLYMA_03G128500	3	34319979	34320787	+
gene:GLYMA_03G128600	3	34350594	34354259	+
gene:GLYMA_03G128700	3	34368319	34369330	+
gene:GLYMA_03G128800	3	34376565	34378668	-
gene:GLYMA_03G128900	3	34380250	34382277	+
gene:GLYMA_03G129000	3	34382514	34382816	+
gene:GLYMA_03G129100	3	34384113	34389191	-
gene:GLYMA_03G129200	3	34384314	34388178	-
gene:GLYMA_03G129300	3	34394337	34396195	+
gene:GLYMA_03G129400	3	34398639	34402108	+
gene:GLYMA_03G129500	3	34403653	34408535	-
gene:GLYMA_03G1296002	3	34420007	34420168	-
gene:GLYMA_03G1296001	3	34420309	34421433	-
gene:GLYMA_03G129700	3	34437921	34444171	-
gene:GLYMA_03G129800	3	34445701	34445938	+
gene:GLYMA_03G129900	3	34448683	34455484	-
gene:GLYMA_03G130000	3	34467796	34470121	-
gene:GLYMA_03G130100	3	34491347	34494775	+
gene:GLYMA_03G130200	3	34499166	34504224	+
gene:GLYMA_03G130300	3	34513789	34518291	+
gene:GLYMA_03G130400	3	34529519	34531469	+
gene:GLYMA_03G130500	3	34531527	34531724	+
gene:GLYMA_03G130600	3	34535707	34537828	+
gene:GLYMA_03G130700	3	34564520	34565360	+
gene:GLYMA_03G130800	3	34589493	34590784	-
gene:GLYMA_03G130900	3	34611766	34615663	-
gene:GLYMA_03G131000	3	34622113	34626834	+
gene:GLYMA_03G131100	3	34628539	34631553	+
gene:GLYMA_03G131200	3	34633523	34636571	-
gene:GLYMA_03G131300	3	34640601	34644083	-
gene:GLYMA_03G131400	3	34640811	34642271	+
gene:GLYMA_03G131500	3	34644831	34646789	-
gene:GLYMA_03G131600	3	34657364	34658355	+
gene:GLYMA_03G131700	3	34663469	34665715	-
gene:GLYMA_03G131800	3	34670031	34677778	-
gene:GLYMA_03G131900	3	34685744	34687483	+
gene:GLYMA_03G132000	3	34688583	34693423	-
gene:GLYMA_03G132100	3	34690902	34691278	+
gene:GLYMA_03G132200	3	34695280	34702023	+
gene:GLYMA_03G132300	3	34713269	34719037	+
gene:GLYMA_03G132400	3	34736038	34738396	+
gene:GLYMA_03G132500	3	34743143	34749472	+
gene:GLYMA_03G132600	3	34749612	34750705	+
gene:GLYMA_03G132700	3	34757660	34761297	+
gene:GLYMA_03G132800	3	34775407	34779055	+
gene:GLYMA_03G132900	3	34783386	34786166	-
gene:GLYMA_03G133000	3	34789864	34802162	-
gene:GLYMA_03G133100	3	34802855	34803271	+
gene:GLYMA_03G133200	3	34803849	34809437	+
gene:GLYMA_03G133300	3	34850473	34853616	+
gene:GLYMA_03G133400	3	34854047	34857394	-
gene:GLYMA_03G133500	3	34865357	34878322	+
gene:GLYMA_03G133600	3	34882858	34887228	+
gene:GLYMA_03G133700	3	34888079	34900939	+
gene:GLYMA_03G1338002	3	34904514	34904654	+
gene:GLYMA_03G1338001	3	34904786	34908109	+
gene:GLYMA_03G133900	3	34909797	34915837	-
gene:GLYMA_03G134000	3	34919982	34921132	+
gene:GLYMA_03G134100	3	34927451	34932468	+
gene:GLYMA_03G134200	3	34935067	34947684	-
gene:GLYMA_03G134300	3	34957136	34963442	-
gene:GLYMA_03G134400	3	34961911	34963797	+
gene:GLYMA_03G134500	3	34972298	34973725	-
gene:GLYMA_03G134600	3	34993287	34996822	-
gene:GLYMA_03G134700	3	34999694	35003358	+
gene:GLYMA_03G134800	3	35013766	35016609	+
gene:GLYMA_03G134900	3	35018522	35026293	-
gene:GLYMA_03G135000	3	35030412	35034974	+
gene:GLYMA_03G135100	3	35064999	35066522	-
gene:GLYMA_03G135200	3	35070617	35078273	+
gene:GLYMA_03G135300	3	35091901	35097231	+
gene:GLYMA_03G135400	3	35102382	35105375	+
gene:GLYMA_03G135500	3	35105665	35106435	+
gene:GLYMA_03G135600	3	35109634	35110285	-
gene:GLYMA_03G135700	3	35112001	35113273	-
gene:GLYMA_03G135800	3	35115703	35119253	+
gene:GLYMA_03G135900	3	35122236	35123864	-
gene:GLYMA_03G136000	3	35138323	35187813	-
gene:GLYMA_03G136100	3	35199156	35203045	-
gene:GLYMA_03G136200	3	35205408	35212607	-
gene:GLYMA_03G136300	3	35228519	35230798	+
gene:GLYMA_03G136400	3	35240347	35242741	-
gene:GLYMA_03G136500	3	35246202	35259449	-
gene:GLYMA_03G136600	3	35270259	35273218	-
gene:GLYMA_03G136700	3	35270992	35271231	+
gene:GLYMA_03G136800	3	35280283	35283286	-
gene:GLYMA_03G136900	3	35284544	35288368	-
gene:GLYMA_03G137000	3	35289958	35296575	+
gene:GLYMA_03G137100	3	35303650	35320662	-
gene:GLYMA_03G137200	3	35336756	35339825	+
gene:GLYMA_03G137300	3	35349954	35354067	+
gene:GLYMA_03G137400	3	35357676	35370230	-
gene:GLYMA_03G137500	3	35371809	35374007	-
gene:GLYMA_03G137600	3	35376652	35376969	+
gene:GLYMA_03G137700	3	35378660	35381780	-
gene:GLYMA_03G137800	3	35385091	35389873	-
gene:GLYMA_03G137900	3	35392664	35398411	-
gene:GLYMA_03G138000	3	35409558	35414043	-
gene:GLYMA_03G138100	3	35453633	35458710	-
gene:GLYMA_03G138200	3	35471592	35476701	+
gene:GLYMA_03G138300	3	35480340	35481297	-
gene:GLYMA_03G138400	3	35487676	35491569	-
gene:GLYMA_03G138500	3	35495294	35496918	+
gene:GLYMA_03G138600	3	35507656	35510850	+
gene:GLYMA_03G138700	3	35514563	35515060	+
gene:GLYMA_03G138800	3	35515343	35515908	+
gene:GLYMA_03G138900	3	35520583	35521437	+
gene:GLYMA_03G139000	3	35522743	35534714	-
gene:GLYMA_03G139100	3	35531261	35535831	-
gene:GLYMA_03G139200	3	35536950	35541715	-
gene:GLYMA_03G139300	3	35550788	35562253	-
gene:GLYMA_03G139400	3	35559811	35560151	+
gene:GLYMA_03G139500	3	35570486	35572324	-
gene:GLYMA_03G139600	3	35572978	35573728	-
gene:GLYMA_03G139700	3	35575628	35582861	+
gene:GLYMA_03G139800	3	35602650	35605782	+
gene:GLYMA_03G139900	3	35632490	35633424	-
gene:GLYMA_03G140000	3	35635443	35635625	+
gene:GLYMA_03G140100	3	35636096	35641669	-
gene:GLYMA_03G140200	3	35643880	35644485	+
gene:GLYMA_03G140300	3	35645242	35645628	+
gene:GLYMA_03G140400	3	35645696	35646208	+
gene:GLYMA_03G140500	3	35655371	35657909	+
gene:GLYMA_03G140600	3	35656201	35656890	+
gene:GLYMA_03G140700	3	35669933	35673799	+
gene:GLYMA_03G140800	3	35697306	35698477	+
gene:GLYMA_03G140900	3	35700167	35707003	-
gene:GLYMA_03G141000	3	35715240	35715593	-
gene:GLYMA_03G141100	3	35717356	35717952	+
gene:GLYMA_03G141200	3	35721329	35730235	-
gene:GLYMA_03G141300	3	35729787	35731218	+
gene:GLYMA_03G141400	3	35731816	35733556	-
gene:GLYMA_03G141500	3	35744630	35749785	-
gene:GLYMA_03G141600	3	35756656	35760476	+
gene:GLYMA_03G141700	3	35772533	35776280	+
gene:GLYMA_03G141800	3	35784604	35785863	+
gene:GLYMA_03G141900	3	35786872	35787482	-
gene:GLYMA_03G142000	3	35794187	35796148	+
gene:GLYMA_03G142100	3	35796972	35799120	+
gene:GLYMA_03G142200	3	35800586	35802185	+
gene:GLYMA_03G142300	3	35803947	35805750	+
gene:GLYMA_03G142400	3	35809857	35816983	-
gene:GLYMA_03G142500	3	35834769	35838570	-
gene:GLYMA_03G142600	3	35843032	35851194	+
gene:GLYMA_03G142700	3	35851720	35861106	+
gene:GLYMA_03G142800	3	35862965	35867366	-
gene:GLYMA_03G142900	3	35868537	35872662	-
gene:GLYMA_03G143000	3	35874394	35879909	-
gene:GLYMA_03G143100	3	35883253	35887729	-
gene:GLYMA_03G143200	3	35896118	35898190	-
gene:GLYMA_03G143300	3	35907420	35909647	+
gene:GLYMA_03G143400	3	35910743	35914919	-
gene:GLYMA_03G143500	3	35916431	35919745	-
gene:GLYMA_03G143600	3	35927932	35931515	-
gene:GLYMA_03G143700	3	35944385	35946612	-
gene:GLYMA_03G143800	3	35963430	35964743	+
gene:GLYMA_03G143900	3	35971100	35971378	-
gene:GLYMA_03G144000	3	35975451	35976823	+
gene:GLYMA_03G144100	3	35980334	35984462	+
gene:GLYMA_03G144200	3	35987020	35990816	+
gene:GLYMA_03G144300	3	35998247	36002037	+
gene:GLYMA_03G144400	3	36004360	36005608	-
gene:GLYMA_03G144500	3	36014279	36020566	+
gene:GLYMA_03G144600	3	36021442	36028710	+
gene:GLYMA_03G144700	3	36032224	36034399	+
gene:GLYMA_03G144800	3	36035905	36040438	-
gene:GLYMA_03G144900	3	36047285	36050546	+
gene:GLYMA_03G145000	3	36051306	36054661	+
gene:GLYMA_03G145100	3	36054669	36055314	-
gene:GLYMA_03G145200	3	36056314	36061044	+
gene:GLYMA_03G145300	3	36061853	36063902	-
gene:GLYMA_03G145400	3	36074103	36076859	+
gene:GLYMA_03G145500	3	36090342	36093019	-
gene:GLYMA_03G145600	3	36103051	36106684	+
gene:GLYMA_03G145700	3	36109342	36111894	+
gene:GLYMA_03G145800	3	36122585	36124777	+
gene:GLYMA_03G145900	3	36127469	36130883	-
gene:GLYMA_03G146000	3	36141038	36143921	+
gene:GLYMA_03G146100	3	36146054	36147325	-
gene:GLYMA_03G146200	3	36153347	36158508	-
gene:GLYMA_03G146300	3	36161612	36166178	+
gene:GLYMA_03G146400	3	36170134	36173682	+
gene:GLYMA_03G146500	3	36180965	36189174	+
gene:GLYMA_03G146600	3	36191494	36193525	-
gene:GLYMA_03G146700	3	36196205	36202854	+
gene:GLYMA_03G146800	3	36221954	36222664	+
gene:GLYMA_03G146900	3	36240450	36256814	-
gene:GLYMA_03G147000	3	36259655	36269794	-
gene:GLYMA_03G147100	3	36270354	36270897	-
gene:GLYMA_03G147200	3	36286051	36287371	+
gene:GLYMA_03G147300	3	36292714	36292914	+
gene:GLYMA_03G147400	3	36293351	36294947	+
gene:GLYMA_03G147500	3	36294883	36295216	+
gene:GLYMA_03G147600	3	36297821	36298405	-
gene:GLYMA_03G147700	3	36328713	36329457	-
gene:GLYMA_03G147800	3	36338239	36339013	-
gene:GLYMA_03G147900	3	36353239	36354650	-
gene:GLYMA_03G148000	3	36364466	36367651	-
gene:GLYMA_03G148100	3	36368245	36369162	-
gene:GLYMA_03G148200	3	36370700	36374201	-
gene:GLYMA_03G148300	3	36396632	36399188	+
gene:GLYMA_03G148400	3	36420032	36422094	-
gene:GLYMA_03G148500	3	36426139	36427424	-
gene:GLYMA_03G148600	3	36430701	36431907	-
gene:GLYMA_03G148700	3	36433470	36440151	-
gene:GLYMA_03G148800	3	36442349	36445691	-
gene:GLYMA_03G148900	3	36448964	36450931	+
gene:GLYMA_03G149000	3	36453757	36456475	+
gene:GLYMA_03G149100	3	36461258	36462226	+
gene:GLYMA_03G149200	3	36464521	36470192	+
gene:GLYMA_03G149300	3	36472809	36476644	+
gene:GLYMA_03G149400	3	36476892	36480413	-
gene:GLYMA_03G149500	3	36482943	36486456	-
gene:GLYMA_03G149600	3	36491434	36493541	+
gene:GLYMA_03G149700	3	36494317	36495418	-
gene:GLYMA_03G149800	3	36495679	36496971	+
gene:GLYMA_03G149900	3	36497944	36504969	-
gene:GLYMA_03G150000	3	36512586	36512927	-
gene:GLYMA_03G150100	3	36521677	36522908	-
gene:GLYMA_03G150200	3	36533264	36533858	+
gene:GLYMA_03G150300	3	36543733	36544789	-
gene:GLYMA_03G150400	3	36549626	36550462	-
gene:GLYMA_03G150500	3	36555654	36556575	-
gene:GLYMA_03G150600	3	36566737	36570958	+
gene:GLYMA_03G150700	3	36571781	36576810	-
gene:GLYMA_03G150800	3	36579352	36584140	+
gene:GLYMA_03G150900	3	36585050	36587693	+
gene:GLYMA_03G151000	3	36594237	36595743	+
gene:GLYMA_03G151100	3	36597173	36608092	+
gene:GLYMA_03G151200	3	36608997	36611597	-
gene:GLYMA_03G151300	3	36615826	36624325	-
gene:GLYMA_03G151400	3	36620481	36639562	+
gene:GLYMA_03G151500	3	36641435	36645931	+
gene:GLYMA_03G151600	3	36646523	36654974	+
gene:GLYMA_03G151700	3	36676312	36676686	+
gene:GLYMA_03G151800	3	36688537	36689752	-
gene:GLYMA_03G151900	3	36700097	36701947	-
gene:GLYMA_03G152000	3	36702400	36711418	-
gene:GLYMA_03G152100	3	36713814	36716929	+
gene:GLYMA_03G152200	3	36718370	36719054	+
gene:GLYMA_03G152300	3	36724145	36727444	+
gene:GLYMA_03G152400	3	36745828	36750709	+
gene:GLYMA_03G152500	3	36755102	36755748	+
gene:GLYMA_03G152600	3	36757614	36757985	-
gene:GLYMA_03G152700	3	36759461	36762414	-
