gene1	gene2	ks	chrom	collinear
KRH01409	KRH01410	0.6896	18	True
KRH01448	KRH01450	1.2999	18	True
KRH01463	KRH01464	0.4239	18	True
KRH01463	KRH01472	0.6664	18	True
KRH01464	KRH01472	0.7005	18	True
KRH01481	KRH01482	2.0622	18	True
KRH01488	KRH01489	0.2954	18	True
KRH01488	KRH01505	0.0565	18	True
KRH01488	KRH01506	0.0477	18	True
KRH01489	KRH01505	0.2956	18	True
KRH01489	KRH01506	0.326	18	True
KRH01505	KRH01506	0.0535	18	True
KRH01529	KRH01530	3.926	18	True
KRH01540	KRH01541	0.1002	18	True
KRH01564	KRH01567	0.448	18	True
KRH01566	KRH01570	0.1541	18	True
KRH01583	KRH01584	3.6558	18	True
KRH01592	KRH01594	0.5532	18	True
KRH01595	KRH01598	0.4756	18	True
KRH01605	KRH01613	4.4205	18	True
KRH01608	KRH01609	0.4446	18	True
KRH01608	KRH01610	0.0902	18	True
KRH01609	KRH01610	0.1431	18	True
KRH01627	KRH01628	0.2294	18	True
KRH01631	KRH01639	2.1269	18	True
KRH01631	KRH01651	1.3179	18	True
KRH01639	KRH01651	1.5722	18	True
KRH01641	KRH01642	0.3863	18	True
KRH01641	KRH01644	0.3588	18	True
KRH01642	KRH01644	0.0139	18	True
KRH01648	KRH01649	0.088	18	True
KRH01698	KRH01702	2.1881	18	True
KRH01705	KRH01706	0.6494	18	True
KRH01709	KRH01716	4.0567	18	True
KRH01713	KRH01714	0.458	18	True
KRH01721	KRH01725	4.4553	18	True
KRH01722	KRH01723	3.7977	18	True
KRH01722	KRH01724	3.7625	18	True
KRH01723	KRH01724	2.0081	18	True
KRH01789	KRH01790	1.347	18	True
KRH01789	KRH01791	0.8583	18	True
KRH01790	KRH01791	0.4677	18	True
KRH01804	KRH01809	0.4936	18	True
KRH01827	KRH01828	0.4044	18	True
KRH69110	KRH69111	0.1931	2	True
KRH69121	KRH69136	3.7796	2	True
KRH69130	KRH69131	3.5552	2	True
KRH69155	KRH69156	1.4934	2	True
KRH69174	KRH69175	3.0706	2	True
KRH69205	KRH69216	3.6393	2	True
KRH69205	KRH69220	3.9612	2	True
KRH69216	KRH69220	3.5111	2	True
KRH69240	KRH69242	3.0765	2	True
KRH69248	KRH69249	3.4247	2	True
KRH69252	KRH69253	1.5424	2	True
KRH69255	KRH69256	0.2759	2	True
KRH69266	KRH69267	0.1349	2	True
KRH69268	KRH69269	0.5766	2	True
KRH69274	KRH69275	3.1603	2	True
KRH69278	KRH69279	3.1968	2	True
KRH69291	KRH69292	3.0236	2	True
KRH69291	KRH69293	3.1698	2	True
KRH69328	KRH69340	0.1711	2	True
KRH69350	KRH69353	1.1808	2	True
KRH69350	KRH69355	0.2231	2	True
KRH69350	KRH69356	0.2608	2	True
KRH69353	KRH69355	0.7679	2	True
KRH69353	KRH69356	0.8801	2	True
KRH69355	KRH69356	0.2993	2	True
KRH69373	KRH69378	2.7552	2	True
KRH69373	KRH69379	2.1587	2	True
KRH69373	KRH69380	2.1621	2	True
KRH69378	KRH69379	2.447	2	True
KRH69378	KRH69380	2.4467	2	True
KRH69379	KRH69380	1.5567	2	True
KRH69382	KRH69398	3.1289	2	True
KRH69383	KRH69384	1.073	2	True
KRH69383	KRH69387	0.963	2	True
KRH69384	KRH69387	0.6244	2	True
KRH69389	KRH69390	1.424	2	True
KRH69389	KRH69391	2.1266	2	True
KRH69389	KRH69392	2.2021	2	True
KRH69389	KRH69393	2.1091	2	True
KRH69390	KRH69391	1.4409	2	True
KRH69390	KRH69392	0.4471	2	True
KRH69390	KRH69393	0.2905	2	True
KRH69391	KRH69392	0.9622	2	True
KRH69391	KRH69393	1.0944	2	True
KRH69392	KRH69393	0.3393	2	True
KRH69402	KRH69403	0.1993	2	True
KRH69402	KRH69404	0.1745	2	True
KRH69403	KRH69404	0.1773	2	True
KRH69414	KRH69415	0.1396	2	True
KRH69448	KRH69449	1.945	2	True
KRH69448	KRH69450	3.7553	2	True
KRH69448	KRH69451	3.8688	2	True
KRH69448	KRH69452	3.8398	2	True
KRH69448	KRH69453	2.4747	2	True
KRH69448	KRH69454	2.2912	2	True
KRH69448	KRH69455	3.3033	2	True
KRH69448	KRH69457	2.7901	2	True
KRH69448	KRH69458	3.8088	2	True
KRH69448	KRH69459	3.8544	2	True
KRH69449	KRH69450	2.1034	2	True
KRH69449	KRH69451	3.9562	2	True
KRH69449	KRH69452	4.0465	2	True
KRH69449	KRH69453	3.9389	2	True
KRH69449	KRH69454	3.4769	2	True
KRH69449	KRH69455	2.6925	2	True
KRH69449	KRH69457	3.4426	2	True
KRH69449	KRH69458	3.8996	2	True
KRH69449	KRH69459	4.0551	2	True
KRH69449	KRH69460	4.1013	2	True
KRH69450	KRH69451	1.5518	2	True
KRH69450	KRH69452	1.7854	2	True
KRH69450	KRH69453	1.9961	2	True
KRH69450	KRH69454	1.8514	2	True
KRH69450	KRH69455	2.0357	2	True
KRH69450	KRH69457	2.6811	2	True
KRH69450	KRH69458	1.9159	2	True
KRH69450	KRH69459	1.7699	2	True
KRH69450	KRH69460	1.8308	2	True
KRH69450	KRH69462	3.332	2	True
KRH69451	KRH69452	0.0742	2	True
KRH69451	KRH69453	0.1436	2	True
KRH69451	KRH69454	0.8931	2	True
KRH69451	KRH69455	1.0144	2	True
KRH69451	KRH69457	0.8157	2	True
KRH69451	KRH69458	0.1794	2	True
KRH69451	KRH69459	0.1071	2	True
KRH69451	KRH69460	0.0952	2	True
KRH69451	KRH69462	1.1866	2	True
KRH69452	KRH69453	0.1589	2	True
KRH69452	KRH69454	0.7199	2	True
KRH69452	KRH69455	0.8457	2	True
KRH69452	KRH69457	0.992	2	True
KRH69452	KRH69458	0.1788	2	True
KRH69452	KRH69459	0.167	2	True
KRH69452	KRH69460	0.1359	2	True
KRH69452	KRH69462	1.1412	2	True
KRH69453	KRH69454	0.8206	2	True
KRH69453	KRH69455	1.3516	2	True
KRH69453	KRH69457	1.3609	2	True
KRH69453	KRH69458	0.0556	2	True
KRH69453	KRH69459	0.14	2	True
KRH69453	KRH69460	0.2097	2	True
KRH69453	KRH69462	1.7342	2	True
KRH69454	KRH69455	3.727	2	True
KRH69454	KRH69457	0.2989	2	True
KRH69454	KRH69458	0.7409	2	True
KRH69454	KRH69459	0.8369	2	True
KRH69454	KRH69460	0.7477	2	True
KRH69454	KRH69462	0.5312	2	True
KRH69455	KRH69457	2.7234	2	True
KRH69455	KRH69458	2.485	2	True
KRH69455	KRH69459	3.9583	2	True
KRH69455	KRH69460	2.1388	2	True
KRH69455	KRH69462	1.689	2	True
KRH69457	KRH69458	1.1297	2	True
KRH69457	KRH69459	0.955	2	True
KRH69457	KRH69460	0.8906	2	True
KRH69457	KRH69462	0.4253	2	True
KRH69458	KRH69459	0.1595	2	True
KRH69458	KRH69460	0.1958	2	True
KRH69458	KRH69462	1.5912	2	True
KRH69459	KRH69460	0.1273	2	True
KRH69459	KRH69462	1.0199	2	True
KRH69460	KRH69462	1.6414	2	True
KRH69463	KRH69464	0.2518	2	True
KRH69463	KRH69467	3.4238	2	True
KRH69464	KRH69467	3.4116	2	True
KRH69474	KRH69478	0.4834	2	True
KRH69474	KRH69482	0.3305	2	True
KRH69478	KRH69482	1.2201	2	True
KRH69495	KRH69496	0.8716	2	True
KRH69495	KRH69497	0.9243	2	True
KRH69495	KRH69498	0.856	2	True
KRH69495	KRH69499	1.3431	2	True
KRH69495	KRH69500	0.8238	2	True
KRH69495	KRH69502	0.9501	2	True
KRH69495	KRH69504	0.5441	2	True
KRH69495	KRH69505	0.6748	2	True
KRH69496	KRH69497	0.252	2	True
KRH69496	KRH69498	0.3635	2	True
KRH69496	KRH69499	0.6159	2	True
KRH69496	KRH69500	0.3325	2	True
KRH69496	KRH69502	0.2956	2	True
KRH69496	KRH69504	0.5548	2	True
KRH69496	KRH69505	0.7819	2	True
KRH69497	KRH69498	0.4271	2	True
KRH69497	KRH69499	0.5782	2	True
KRH69497	KRH69500	0.4207	2	True
KRH69497	KRH69502	0.3305	2	True
KRH69497	KRH69504	0.5102	2	True
KRH69497	KRH69505	0.7711	2	True
KRH69498	KRH69499	0.4652	2	True
KRH69498	KRH69500	0.2922	2	True
KRH69498	KRH69502	0.2986	2	True
KRH69498	KRH69504	0.6385	2	True
KRH69498	KRH69505	0.8134	2	True
KRH69499	KRH69500	0.5431	2	True
KRH69499	KRH69502	0.4656	2	True
KRH69499	KRH69504	0.7544	2	True
KRH69499	KRH69505	0.8749	2	True
KRH69500	KRH69502	0.3058	2	True
KRH69500	KRH69504	0.5323	2	True
KRH69500	KRH69505	0.7535	2	True
KRH69502	KRH69504	0.6546	2	True
KRH69502	KRH69505	0.7913	2	True
KRH69504	KRH69505	0.5083	2	True
KRH69514	KRH69515	1.6517	2	True
KRH69514	KRH69519	2.5191	2	True
KRH69515	KRH69519	1.1469	2	True
KRH69562	KRH69564	0.1798	2	True
KRH69595	KRH69606	4.4123	2	True
KRH69595	KRH69611	4.3907	2	True
KRH69606	KRH69611	4.529	2	True
KRH69631	KRH69641	1.7771	2	True
KRH69644	KRH69648	0.1359	2	True
KRH69688	KRH69690	0.57	2	True
KRH69698	KRH69699	1.2455	2	True
KRH69698	KRH69700	1.4343	2	True
KRH69698	KRH69703	2.8436	2	True
KRH69699	KRH69700	0.2087	2	True
KRH69699	KRH69703	3.5547	2	True
KRH69700	KRH69703	1.475	2	True
KRH69701	KRH69702	1.1604	2	True
KRH69716	KRH69717	0.475	2	True
KRH69730	KRH69733	2.6621	2	True
KRH69753	KRH69760	1.5796	2	True
KRH69778	KRH69779	0.6378	2	True
KRH69784	KRH69787	0.0543	2	True
KRH69800	KRH69802	0.1262	2	True
KRH69809	KRH69824	3.166	2	True
KRH69809	KRH69825	4.1968	2	True
KRH69824	KRH69825	3.5862	2	True
KRH69817	KRH69821	2.1745	2	True
KRH69854	KRH69855	0.3481	2	True
KRH69864	KRH69865	2.3598	2	True
KRH69871	KRH69876	0.2946	2	True
KRH69885	KRH69886	0.1234	2	True
KRH69902	KRH69907	0.6934	2	True
KRH69910	KRH69911	1.0699	2	True
KRH69910	KRH69912	0.9294	2	True
KRH69911	KRH69912	3.1825	2	True
KRH69971	KRH69972	2.0167	2	True
KRH69973	KRH69974	3.5353	2	True
KRH70010	KRH70011	3.554	2	True
KRH70012	KRH70015	0.0303	2	True
KRH70023	KRH70024	0.4445	2	True
KRH70023	KRH70025	0.3682	2	True
KRH70023	KRH70026	0.3458	2	True
KRH70023	KRH70027	0.3675	2	True
KRH70023	KRH70029	0.2693	2	True
KRH70023	KRH70030	0.3531	2	True
KRH70023	KRH70031	0.4847	2	True
KRH70024	KRH70025	0.4438	2	True
KRH70024	KRH70026	0.5196	2	True
KRH70024	KRH70027	0.0352	2	True
KRH70024	KRH70029	0.3951	2	True
KRH70024	KRH70030	0.3732	2	True
KRH70024	KRH70031	0.4897	2	True
KRH70025	KRH70026	0.2076	2	True
KRH70025	KRH70027	0.4859	2	True
KRH70025	KRH70029	0.1133	2	True
KRH70025	KRH70030	0.3171	2	True
KRH70025	KRH70031	0.4339	2	True
KRH70026	KRH70027	0.4495	2	True
KRH70026	KRH70029	0.1628	2	True
KRH70026	KRH70030	0.2581	2	True
KRH70026	KRH70031	0.5304	2	True
KRH70027	KRH70029	0.3689	2	True
KRH70027	KRH70030	0.3431	2	True
KRH70027	KRH70031	0.4781	2	True
KRH70029	KRH70030	0.2799	2	True
KRH70029	KRH70031	0.4572	2	True
KRH70030	KRH70031	0.4269	2	True
KRH70033	KRH70034	0.4565	2	True
KRH70036	KRH70037	0.2984	2	True
KRH70036	KRH70039	0.1097	2	True
KRH70036	KRH70040	0.0304	2	True
KRH70037	KRH70039	0.2873	2	True
KRH70037	KRH70040	0.2748	2	True
KRH70039	KRH70040	0.101	2	True
KRH70064	KRH70065	0.7055	2	True
KRH70064	KRH70066	0.6405	2	True
KRH70065	KRH70066	0.0846	2	True
KRH70083	KRH70084	0.5742	2	True
KRH70099	KRH70102	0.0099	2	True
KRH70112	KRH70116	2.7968	2	True
KRH70122	KRH70130	3.8429	2	True
KRH70129	KRH70141	4.3133	2	True
KRH70137	KRH70138	0.3541	2	True
KRH70173	KRH70178	3.2828	2	True
KRH70183	KRH70184	0.0723	2	True
KRH70204	KRH70205	1.0166	2	True
KRH70210	KRH70211	0.013	2	True
KRH70212	KRH70218	4.4499	2	True
KRH70220	KRH70221	2.9675	2	True
KRH70226	KRH70227	4.0692	2	True
KRH70246	KRH70247	0.4047	2	True
KRH70257	KRH70270	2.7487	2	True
KRH70288	KRH70289	0.1801	2	True
KRH70307	KRH70309	1.9919	2	True
KRH70312	KRH70322	4.0087	2	True
KRH70316	KRH70317	0.6327	2	True
KRH70316	KRH70319	0.5525	2	True
KRH70317	KRH70319	1.0809	2	True
KRH70318	KRH70321	0.209	2	True
KRH70372	KRH70373	0.6703	2	True
KRH70414	KRH70415	0.5263	2	True
KRH70420	KRH70422	1.041	2	True
KRH70436	KRH70437	4.0599	2	True
KRH70471	KRH70472	3.2612	2	True
KRH70471	KRH70478	1.5855	2	True
KRH70471	KRH70484	2.184	2	True
KRH70472	KRH70478	3.4811	2	True
KRH70472	KRH70484	1.3581	2	True
KRH70478	KRH70484	1.4187	2	True
KRH70475	KRH70476	0.3118	2	True
KRH70577	KRH70581	0.4044	2	True
KRH70615	KRH70616	3.8847	2	True
KRH70630	KRH70633	0.1401	2	True
KRH70650	KRH70653	1.4299	2	True
KRH70674	KRH70675	2.7624	2	True
KRH70677	KRH70678	0.3421	2	True
KRH70677	KRH70679	0.2177	2	True
KRH70677	KRH70680	1.7579	2	True
KRH70677	KRH70681	1.9524	2	True
KRH70677	KRH70682	1.5638	2	True
KRH70677	KRH70683	1.46	2	True
KRH70677	KRH70684	1.4102	2	True
KRH70677	KRH70685	2.4615	2	True
KRH70677	KRH70686	2.9743	2	True
KRH70677	KRH70687	1.6541	2	True
KRH70678	KRH70679	0.2207	2	True
KRH70678	KRH70680	1.743	2	True
KRH70678	KRH70681	1.9083	2	True
KRH70678	KRH70682	1.8184	2	True
KRH70678	KRH70683	1.7444	2	True
KRH70678	KRH70684	2.7466	2	True
KRH70678	KRH70685	1.8512	2	True
KRH70678	KRH70686	1.7314	2	True
KRH70678	KRH70687	2.2845	2	True
KRH70679	KRH70680	2.0249	2	True
KRH70679	KRH70681	1.7608	2	True
KRH70679	KRH70682	1.6408	2	True
KRH70679	KRH70683	1.868	2	True
KRH70679	KRH70684	1.585	2	True
KRH70679	KRH70685	4.0458	2	True
KRH70679	KRH70686	1.4692	2	True
KRH70679	KRH70687	1.9451	2	True
KRH70680	KRH70681	1.6248	2	True
KRH70680	KRH70682	1.854	2	True
KRH70680	KRH70683	1.4814	2	True
KRH70680	KRH70684	3.8434	2	True
KRH70680	KRH70685	1.5222	2	True
KRH70680	KRH70686	2.9905	2	True
KRH70680	KRH70687	1.5475	2	True
KRH70681	KRH70682	0.2278	2	True
KRH70681	KRH70683	0.8277	2	True
KRH70681	KRH70684	0.6597	2	True
KRH70681	KRH70685	0.6593	2	True
KRH70681	KRH70686	0.8155	2	True
KRH70681	KRH70687	0.681	2	True
KRH70682	KRH70683	0.7518	2	True
KRH70682	KRH70684	0.5795	2	True
KRH70682	KRH70685	0.6356	2	True
KRH70682	KRH70686	0.7192	2	True
KRH70682	KRH70687	0.5769	2	True
KRH70683	KRH70684	0.523	2	True
KRH70683	KRH70685	0.4097	2	True
KRH70683	KRH70686	0.5197	2	True
KRH70683	KRH70687	0.3119	2	True
KRH70684	KRH70685	0.672	2	True
KRH70684	KRH70686	0.6166	2	True
KRH70684	KRH70687	0.4798	2	True
KRH70685	KRH70686	0.8889	2	True
KRH70685	KRH70687	0.4237	2	True
KRH70686	KRH70687	0.709	2	True
KRH70736	KRH70737	1.4789	2	True
KRH70776	KRH70777	0.3472	2	True
KRH70776	KRH70778	0.987	2	True
KRH70777	KRH70778	1.1009	2	True
KRH70788	KRH70789	2.805	2	True
KRH70838	KRH70839	0.1709	2	True
KRH70842	KRH70861	3.1108	2	True
KRH70860	KRH70862	0.4007	2	True
KRH70860	KRH70863	0.3797	2	True
KRH70862	KRH70863	0.0204	2	True
KRH70888	KRH70893	0.6025	2	True
KRH70910	KRH70916	0.0865	2	True
KRH70910	KRH70918	0.1137	2	True
KRH70916	KRH70918	0.0301	2	True
KRH70911	KRH70913	0.1237	2	True
KRH70911	KRH70915	0.0975	2	True
KRH70911	KRH70917	0.0859	2	True
KRH70911	KRH70920	0.1201	2	True
KRH70911	KRH70922	0.0479	2	True
KRH70913	KRH70915	0.2581	2	True
KRH70913	KRH70917	0.474	2	True
KRH70913	KRH70920	0.0746	2	True
KRH70913	KRH70922	0.0476	2	True
KRH70915	KRH70917	0.1868	2	True
KRH70915	KRH70920	0.1885	2	True
KRH70915	KRH70922	0.034	2	True
KRH70917	KRH70920	0.2932	2	True
KRH70917	KRH70922	0.0546	2	True
KRH70920	KRH70922	0.0985	2	True
KRH70919	KRH70921	0.0856	2	True
KRH70973	KRH70974	3.3124	2	True
KRH70978	KRH70980	4.4821	2	True
KRH71009	KRH71010	1.397	2	True
KRH71023	KRH71025	0.7591	2	True
KRH71023	KRH71027	1.0076	2	True
KRH71023	KRH71028	0.5818	2	True
KRH71025	KRH71027	0.7097	2	True
KRH71025	KRH71028	0.6728	2	True
KRH71027	KRH71028	0.7384	2	True
KRH71050	KRH71051	0.4229	2	True
KRH71062	KRH71064	0.0546	2	True
KRH71063	KRH71065	0.073	2	True
KRH71066	KRH71067	3.8412	2	True
KRH71091	KRH71102	2.1156	2	True
KRH71105	KRH71106	0.3197	2	True
KRH71123	KRH71125	0.4138	2	True
KRH71160	KRH71161	0.5282	2	True
KRH71160	KRH71162	1.1798	2	True
KRH71160	KRH71163	1.2274	2	True
KRH71160	KRH71164	2.7061	2	True
KRH71161	KRH71162	1.3685	2	True
KRH71161	KRH71163	1.9368	2	True
KRH71161	KRH71164	3.8289	2	True
KRH71162	KRH71163	3.1847	2	True
KRH71162	KRH71164	2.1202	2	True
KRH71163	KRH71164	1.9256	2	True
KRH71170	KRH71186	4.0412	2	True
KRH71182	KRH71183	0.2191	2	True
KRH71191	KRH71192	4.1824	2	True
KRH71195	KRH71196	1.4133	2	True
KRH71195	KRH71198	1.7399	2	True
KRH71195	KRH71199	1.5294	2	True
KRH71195	KRH71201	1.6018	2	True
KRH71196	KRH71198	0.2535	2	True
KRH71196	KRH71199	0.291	2	True
KRH71196	KRH71201	0.2352	2	True
KRH71198	KRH71199	0.3528	2	True
KRH71198	KRH71201	0.3183	2	True
KRH71199	KRH71201	0.1929	2	True
KRH71240	KRH71259	0.2522	2	True
KRH71286	KRH71293	0.4723	2	True
KRH71286	KRH71294	0.2782	2	True
KRH71293	KRH71294	0.4408	2	True
KRH71322	KRH71323	2.6148	2	True
KRH71329	KRH71332	0.1226	2	True
KRH71331	KRH71333	0.0327	2	True
KRH71331	KRH71334	0.6842	2	True
KRH71333	KRH71334	0.6786	2	True
KRH71336	KRH71337	2.6119	2	True
KRH71337	KRH71338	1.7515	2	True
KRH71441	KRH71443	0.3663	2	True
KRH71487	KRH71490	3.3762	2	True
KRH71493	KRH71494	4.1792	2	True
KRH71536	KRH71537	3.6101	2	True
KRH71536	KRH71538	1.4578	2	True
KRH71537	KRH71538	1.473	2	True
KRH71544	KRH71545	0.1471	2	True
KRH71549	KRH71550	1.7518	2	True
KRH71551	KRH71552	2.7575	2	True
KRH71557	KRH71559	3.5004	2	True
KRH71557	KRH71560	0.3263	2	True
KRH71559	KRH71560	0.3017	2	True
KRH71570	KRH71571	0.5629	2	True
KRH71576	KRH71577	0.1931	2	True
KRH71580	KRH71584	3.5578	2	True
KRH71590	KRH71591	3.5035	2	True
KRH71625	KRH71634	2.942	2	True
KRH71655	KRH71662	1.7718	2	True
KRH71655	KRH71663	4.3012	2	True
KRH71662	KRH71663	3.6517	2	True
KRH71730	KRH71733	3.23	2	True
KRH71731	KRH71732	0.8912	2	True
KRH71762	KRH71763	0.5789	2	True
KRH71762	KRH71764	1.8155	2	True
KRH71763	KRH71764	1.3778	2	True
KRH71786	KRH71787	3.7465	2	True
KRH71798	KRH71808	3.159	2	True
KRH71803	KRH71804	1.7219	2	True
KRH71832	KRH71833	3.2395	2	True
KRH71879	KRH71888	3.9165	2	True
KRH71883	KRH71884	1.167	2	True
KRH71895	KRH71896	2.9383	2	True
KRH71917	KRH71921	3.6255	2	True
KRH71953	KRH71954	0.1211	2	True
KRH71965	KRH71966	2.181	2	True
KRH71984	KRH71989	3.6984	2	True
KRH72042	KRH72060	1.7891	2	True
KRH72079	KRH72080	4.2204	2	True
KRH72146	KRH72149	0.7182	2	True
KRH72168	KRH72169	3.9488	2	True
KRH72170	KRH72171	3.4304	2	True
KRH72176	KRH72179	2.3434	2	True
KRH72176	KRH72180	3.7667	2	True
KRH72179	KRH72180	3.3587	2	True
KRH72177	KRH72191	4.623	2	True
KRH72222	KRH72224	0.1964	2	True
KRH72226	KRH72228	2.3215	2	True
KRH72235	KRH72239	0.2779	2	True
KRH72256	KRH72258	0.7527	2	True
KRH72256	KRH72259	0.734	2	True
KRH72256	KRH72260	0.5943	2	True
KRH72258	KRH72259	0.3716	2	True
KRH72258	KRH72260	0.2538	2	True
KRH72259	KRH72260	0.3139	2	True
KRH72266	KRH72272	0.1723	2	True
KRH72273	KRH72275	1.2088	2	True
KRH72378	KRH72379	1.8736	2	True
KRH72405	KRH72407	0.1704	2	True
KRH72405	KRH72409	0.5444	2	True
KRH72407	KRH72409	0.408	2	True
KRH72410	KRH72412	4.0166	2	True
KRH72410	KRH72413	4.0321	2	True
KRH72412	KRH72413	2.1228	2	True
KRH72414	KRH72415	0.3587	2	True
KRH72418	KRH72437	1.5389	2	True
KRH72459	KRH72460	3.5008	2	True
KRH72461	KRH72462	3.2119	2	True
KRH72565	KRH72570	3.7517	2	True
KRH72593	KRH72599	0.5624	2	True
KRH72606	KRH72607	3.3008	2	True
KRH72662	KRH72664	0.4569	2	True
KRH72668	KRH72670	3.4986	2	True
KRH72746	KRH72747	0.7511	2	True
KRH72757	KRH72758	0.5764	2	True
KRH72761	KRH72762	0.4625	2	True
KRH72761	KRH72763	0.6175	2	True
KRH72762	KRH72763	0.6247	2	True
KRH72777	KRH72779	1.6265	2	True
KRH72788	KRH72789	1.595	2	True
KRH72788	KRH72790	2.5256	2	True
KRH72788	KRH72792	3.9737	2	True
KRH72789	KRH72790	0.7818	2	True
KRH72789	KRH72792	1.4973	2	True
KRH72790	KRH72792	2.4756	2	True
KRH72808	KRH72812	3.0247	2	True
KRH72811	KRH72813	0.4524	2	True
KRH72815	KRH72830	4.3427	2	True
KRH72844	KRH72846	0.4381	2	True
KRH72893	KRH72894	1.6813	2	True
KRH72893	KRH72895	1.3495	2	True
KRH72893	KRH72907	4.3814	2	True
KRH72894	KRH72895	0.3774	2	True
KRH72894	KRH72907	4.3667	2	True
KRH72895	KRH72907	4.3655	2	True
KRH72946	KRH72956	0.23	2	True
KRH72975	KRH72976	0.3419	2	True
KRH72990	KRH72991	0.0058	2	True
KRH73006	KRH73008	2.8544	2	True
KRH73037	KRH73038	1.147	2	True
KRH73037	KRH73039	0.5898	2	True
KRH73038	KRH73039	0.3394	2	True
KRH73104	KRH73105	2.7009	2	True
KRH73104	KRH73106	2.7606	2	True
KRH73105	KRH73106	0.5035	2	True
KRH73165	KRH73167	2.0032	2	True
KRH73172	KRH73173	3.7282	2	True
KRH73188	KRH73189	1.4713	2	True
KRH73188	KRH73190	1.7587	2	True
KRH73189	KRH73190	2.2706	2	True
KRH73217	KRH73219	2.5115	2	True
KRH73226	KRH73227	1.4154	2	True
KRH73226	KRH73229	1.5061	2	True
KRH73227	KRH73229	1.8541	2	True
KRH73239	KRH73240	2.7765	2	True
KRH73253	KRH73254	0.527	2	True
KRH73258	KRH73259	0.0239	2	True
KRH73259	KRH73260	0.0239	2	True
KRH73259	KRH73261	0.0239	2	True
KRH73259	KRH73262	0.0239	2	True
KRH73259	KRH73263	0.0232	2	True
KRH73276	KRH73277	0.4408	2	True
KRH73289	KRH73298	0.0515	2	True
KRH73289	KRH73300	0.1185	2	True
KRH73289	KRH73301	0.4907	2	True
KRH73289	KRH73302	0.4559	2	True
KRH73289	KRH73305	0.9399	2	True
KRH73298	KRH73300	0.0884	2	True
KRH73298	KRH73301	0.71	2	True
KRH73298	KRH73302	0.3781	2	True
KRH73298	KRH73305	0.9585	2	True
KRH73300	KRH73301	0.5623	2	True
KRH73300	KRH73302	0.4279	2	True
KRH73300	KRH73305	0.7347	2	True
KRH73301	KRH73302	0.4364	2	True
KRH73301	KRH73305	0.8595	2	True
KRH73302	KRH73305	0.5087	2	True
KRH73314	KRH73315	1.5117	2	True
KRH73337	KRH73339	0.548	2	True
KRH73345	KRH73352	1.1893	2	True
KRH73345	KRH73354	1.0813	2	True
KRH73345	KRH73355	1.265	2	True
KRH73352	KRH73354	0.1113	2	True
KRH73352	KRH73355	0.433	2	True
KRH73354	KRH73355	2.8401	2	True
KRH73350	KRH73353	0.6409	2	True
KRH73362	KRH73363	0.8311	2	True
KRH73377	KRH73391	4.5232	2	True
KRH73377	KRH73392	4.5349	2	True
KRH73391	KRH73392	1.1182	2	True
KRH73423	KRH73424	0.1626	2	True
KRH73423	KRH73425	0.3959	2	True
KRH73424	KRH73425	0.5466	2	True
KRH73426	KRH73427	1.1984	2	True
KRH73443	KRH73446	0.1839	2	True
KRH73456	KRH73468	3.8213	2	True
KRH73474	KRH73475	0.2464	2	True
KRH73482	KRH73488	3.3332	2	True
KRH73566	KRH73569	4.4176	2	True
KRH73574	KRH73575	0.086	2	True
KRH73613	KRH73614	0.2474	2	True
KRH73615	KRH73616	0.15	2	True
KRH73615	KRH73617	0.2068	2	True
KRH73616	KRH73617	0.3836	2	True
KRH73624	KRH73631	1.6647	2	True
KRH73625	KRH73626	3.4886	2	True
KRH73680	KRH73681	1.9532	2	True
KRH73704	KRH73720	4.0953	2	True
KRH73711	KRH73712	0.535	2	True
KRH73725	KRH73728	0.7502	2	True
KRH73777	KRH73786	0.0422	2	True
KRH73880	KRH73881	0.1073	2	True
KRH73880	KRH73882	0.1138	2	True
KRH73881	KRH73882	0.0535	2	True
KRH73883	KRH73884	1.5375	2	True
KRH73883	KRH73885	1.4493	2	True
KRH73884	KRH73885	0.203	2	True
KRH73893	KRH73894	1.1422	2	True
KRH73918	KRH73919	2.1926	2	True
KRH73954	KRH73962	1.5123	2	True
KRH74074	KRH74075	2.9024	2	True
KRH74087	KRH74099	4.1386	2	True
KRH74092	KRH74095	2.4148	2	True
KRH74101	KRH74100	3.4076	2	True
KRH64846	KRH64860	4.1768	3	True
KRH64862	KRH64864	1.5501	3	True
KRH64887	KRH64889	0.2807	3	True
KRH64887	KRH64890	0.388	3	True
KRH64887	KRH64891	0.3988	3	True
KRH64887	KRH64893	0.3837	3	True
KRH64889	KRH64890	0.384	3	True
KRH64889	KRH64891	0.4236	3	True
KRH64889	KRH64893	0.3969	3	True
KRH64890	KRH64891	0.3235	3	True
KRH64890	KRH64893	0.3122	3	True
KRH64891	KRH64893	0.0372	3	True
KRH64909	KRH64910	0.4109	3	True
KRH64914	KRH64915	4.5689	3	True
KRH64938	KRH64940	0.153	3	True
KRH64938	KRH64943	0.1627	3	True
KRH64938	KRH64944	0.4063	3	True
KRH64938	KRH64945	0.2605	3	True
KRH64938	KRH64948	0.4341	3	True
KRH64940	KRH64943	0.1508	3	True
KRH64940	KRH64944	0.3868	3	True
KRH64940	KRH64945	0.309	3	True
KRH64940	KRH64948	0.4247	3	True
KRH64943	KRH64944	0.4363	3	True
KRH64943	KRH64945	0.3595	3	True
KRH64943	KRH64948	0.4109	3	True
