gene	age_class	ks_used	selection_class	w_used
KRH24602	Recent	0.0774	Purifying_selection	0.509
KRH24604	Recent	0.1175	Purifying_selection	0.2624
KRH24605	Recent	0.1193	Purifying_selection	0.3242
KRH24606	Recent	0.3467	Purifying_selection	0.275
KRH24607	Recent	0.1446	Purifying_selection	0.3822
KRH24608	Recent	0.1175	Purifying_selection	0.3197
KRH24609	Recent	0.1118	Purifying_selection	0.029
KRH24616	Recent	0.3469	Purifying_selection	0.583
KRH24617	Recent	0.1379	Purifying_selection	0.3635
KRH24618	Recent	0.1404	Purifying_selection	0.1626
KRH24621	Recent	0.1545	Purifying_selection	0.3894
KRH24623	Recent	0.1219	Purifying_selection	0.2755
KRH24625	Recent	0.4746	Purifying_selection	0.0956
KRH24627	Recent	0.1288	Purifying_selection	0.4152
KRH24630	Recent	0.1464	Purifying_selection	0.1893
KRH24634	Recent	0.3136	Purifying_selection	0.1265
KRH24635	Recent	0.1277	Purifying_selection	0.3048
KRH24638	Recent	0.0758	Purifying_selection	0.4469
KRH24642	Recent	0.0882	Purifying_selection	0.1871
KRH24645	Recent	0.0781	Purifying_selection	0.9745
KRH24646	Recent	0.1501	Purifying_selection	0.4766
KRH24647	Recent	0.1058	Purifying_selection	0.2407
KRH24649	Recent	0.1242	Purifying_selection	0.4195
KRH24650	Recent	0.1471	Purifying_selection	0.3133
KRH24651	Recent	0.0733	Purifying_selection	0.2126
KRH24654	Recent	0.252	Purifying_selection	0.3073
KRH24655	Recent	0.2311	Purifying_selection	0.3408
KRH24657	Recent	0.1503	Purifying_selection	0.2595
KRH24660	Recent	0.1667	Purifying_selection	0.3222
KRH24661	Recent	0.1526	Purifying_selection	0.4935
KRH24663	Recent	0.2541	Purifying_selection	0.4209
KRH24664	Recent	0.1992	Purifying_selection	0.2704
KRH24665	Recent	0.0169	Neutral	1
KRH24667	Recent	0.2404	Purifying_selection	0.5009
KRH24670	Recent	0.2866	Purifying_selection	0.394
KRH24671	Recent	0.1187	Purifying_selection	0.2541
KRH24672	Recent	0.1369	Purifying_selection	0.6148
KRH24674	Recent	0.1421	Purifying_selection	0.3998
KRH24675	Recent	0.1615	Purifying_selection	0.2109
KRH24676	Recent	0.2473	Purifying_selection	0.534
KRH24677	Recent	0.1579	Purifying_selection	0.2021
KRH24678	Recent	0.0331	Purifying_selection	0.9787
KRH24680	Recent	0.2008	Purifying_selection	0.2289
KRH24681	Old	2.0411	Purifying_selection	0.1453
KRH24682	Recent	0.1074	Purifying_selection	0.3436
KRH24683	Recent	0.0395	Neutral	1
KRH24684	Recent	0.0974	Purifying_selection	0.4523
KRH24685	Recent	0.2409	Purifying_selection	0.1983
KRH24686	Recent	0.0579	Neutral	1
KRH24687	Recent	0.3836	Purifying_selection	0.8064
KRH24688	Recent	0.1708	Purifying_selection	0.2862
KRH24691	Recent	0.0674	Purifying_selection	0.4284
KRH24694	Recent	0.1445	Purifying_selection	0.194
KRH24695	Recent	0.3028	Purifying_selection	0.1289
KRH24696	Recent	0.085	Purifying_selection	0.3168
KRH24697	Recent	0.0856	Purifying_selection	0.206
KRH24699	Recent	0.0973	Purifying_selection	0.3228
KRH24702	Recent	0.1139	Purifying_selection	0.2136
KRH24704	Recent	0.0928	Purifying_selection	0.3943
KRH24706	Recent	0.166	Purifying_selection	0.3522
KRH24707	Recent	0.0855	Purifying_selection	0.331
KRH24712	Recent	0.1121	Purifying_selection	0.3283
KRH24713	Recent	0.1202	Purifying_selection	0.5814
KRH24714	Recent	0.1249	Purifying_selection	0.1058
KRH24715	Recent	0.1061	Purifying_selection	0.3148
KRH24720	Recent	0.2406	Purifying_selection	0.3289
KRH24721	Recent	0.1079	Purifying_selection	0.624
KRH24722	Recent	0.1145	Purifying_selection	0.6437
KRH24723	Recent	0.0877	Purifying_selection	0.434
KRH24724	Recent	0.1934	Purifying_selection	0.3641
KRH24725	Recent	0.2078	Purifying_selection	0.1114
KRH24728	Recent	0.2072	Purifying_selection	0.4691
KRH24729	Recent	0.084	Purifying_selection	0.1859
KRH24730	Recent	0.1081	Purifying_selection	0.2391
KRH24731	Recent	0.1649	Purifying_selection	0.4815
KRH24732	Recent	0.2397	Purifying_selection	0.6253
KRH24733	Recent	0.2608	Purifying_selection	0.6037
KRH24734	Recent	0.1789	Purifying_selection	0.4184
KRH24735	Recent	0.1212	Purifying_selection	0.3907
KRH24736	Recent	0.1269	Purifying_selection	0.2548
KRH24737	Recent	0.0989	Purifying_selection	0.5317
KRH24738	Recent	0.08	Purifying_selection	0.3474
KRH24741	Recent	0.1127	Purifying_selection	0.1814
KRH24744	Recent	0.1183	Purifying_selection	0.8556
KRH24745	Recent	0.1764	Purifying_selection	0.3559
KRH24746	Recent	0.2254	Purifying_selection	0.3132
KRH24752	Recent	0.0674	Purifying_selection	0.2903
KRH24753	Recent	0.0406	Neutral	1
KRH24754	Recent	0.0674	Purifying_selection	0.2758
KRH24759	Recent	0.2109	Purifying_selection	0.2154
KRH24760	Recent	0.0552	Purifying_selection	0.4428
KRH24761	Recent	0.1032	Purifying_selection	0.2528
KRH24763	Recent	0.1364	Purifying_selection	0.3288
KRH24764	Recent	0.5944	Purifying_selection	0.6607
KRH24765	Recent	0.0307	Neutral	1
KRH24766	Recent	0.1168	Purifying_selection	0.3507
KRH24768	Recent	0.0221	Neutral	1
KRH24769	Recent	0.0221	Neutral	1
KRH24771	Recent	0.0838	Purifying_selection	0.8031
KRH24773	Recent	0.1185	Purifying_selection	0.2824
KRH24775	Recent	0.2564	Purifying_selection	0.4925
KRH24779	Recent	0.1806	Purifying_selection	0.6032
KRH24780	Recent	0.0946	Purifying_selection	0.369
KRH24782	Recent	0.0874	Purifying_selection	0.4647
KRH24783	Recent	0.0538	Purifying_selection	0.7542
KRH24784	Recent	0.0859	Purifying_selection	0.1248
KRH24785	Recent	0.0905	Purifying_selection	0.7873
KRH24786	Recent	0.1289	Purifying_selection	0.2654
KRH24788	Recent	0.094	Purifying_selection	0.3927
KRH24792	Recent	0.0975	Purifying_selection	0.6
KRH24795	Recent	0.1343	Purifying_selection	0.1499
KRH24796	Recent	0.1781	Purifying_selection	0.1378
KRH24797	Recent	0.1036	Purifying_selection	0.3485
KRH24798	Recent	0.2656	Purifying_selection	0.553
KRH24799	Recent	0.1307	Purifying_selection	0.1673
KRH24804	Recent	0.099	Purifying_selection	0.1836
KRH24807	Recent	0.086	Purifying_selection	0.1596
KRH24808	Recent	0.2443	Purifying_selection	0.3416
KRH24809	Recent	0.1341	Purifying_selection	0.3104
KRH24810	Recent	0.2363	Purifying_selection	0.7039
KRH24811	Recent	0.1024	Purifying_selection	0.1984
KRH24814	Recent	0.0795	Positive_selection	1.1858
KRH24816	Recent	0.4597	Purifying_selection	0.0437
KRH24817	Recent	0.1147	Purifying_selection	0.0482
KRH24821	Recent	0.0876	Purifying_selection	0.1494
KRH24825	Recent	0.0816	Purifying_selection	0.1509
KRH24826	Recent	0.0847	Purifying_selection	0.2853
KRH24828	Recent	0.1465	Purifying_selection	0.3046
KRH24829	Recent	0.0881	Purifying_selection	0.8713
KRH24830	Recent	0.0848	Purifying_selection	0.1173
KRH24831	Recent	0.1045	Purifying_selection	0.1223
KRH24832	Recent	0.6814	Purifying_selection	0.4178
KRH24833	Recent	0.0848	Purifying_selection	0.1354
KRH24835	Recent	0.0668	Purifying_selection	0.1187
KRH24838	Recent	0.1282	Purifying_selection	0.5034
KRH24840	Recent	0.1154	Purifying_selection	0.6913
KRH24841	Recent	0.1643	Purifying_selection	0.272
KRH24842	Recent	0.162	Purifying_selection	0.5322
KRH24846	Recent	0.0138	Neutral	1
KRH24847	Recent	0.1633	Purifying_selection	0.3793
KRH24852	Recent	0.112	Purifying_selection	0.6081
KRH24855	Recent	0.5553	Purifying_selection	0.5399
KRH24858	Recent	0.0689	Purifying_selection	0.2271
KRH24860	Recent	0.1532	Purifying_selection	0.2899
KRH24861	Recent	0.1133	Purifying_selection	0.3048
KRH24862	Recent	0.1133	Purifying_selection	0.2592
KRH24865	Recent	0.4135	Purifying_selection	0.1852
KRH24866	Recent	0.0639	Purifying_selection	0.7445
KRH24867	Recent	0.1204	Purifying_selection	0.1453
KRH24870	Recent	0.1054	Purifying_selection	0.32
KRH24871	Recent	0.098	Purifying_selection	0.8269
KRH24872	Recent	0.2354	Purifying_selection	0.7447
KRH24873	Recent	0.1166	Purifying_selection	0.3671
KRH24877	Recent	0.1161	Purifying_selection	0.2872
KRH24878	Recent	0.0678	Positive_selection	1.2926
KRH24879	Recent	0.0932	Purifying_selection	0.8393
KRH24883	Recent	0.1942	Purifying_selection	0.2014
KRH24886	Recent	0.1704	Purifying_selection	0.1897
KRH24887	Recent	0.2282	Purifying_selection	0.1897
KRH24888	Recent	0.177	Purifying_selection	0.4427
KRH24889	Recent	0.1365	Purifying_selection	0.3504
KRH24891	Recent	0.1102	Purifying_selection	0.6426
KRH24892	Recent	0.4164	Purifying_selection	0.3555
KRH24893	Recent	0.1692	Purifying_selection	0.3997
KRH24894	Recent	0.1277	Purifying_selection	0.5804
KRH24895	Recent	0.1648	Purifying_selection	0.5976
KRH24896	Recent	0.1133	Purifying_selection	0.2256
KRH24897	Recent	0.0112	Purifying_selection	0.5232
KRH24898	Recent	0.1648	Purifying_selection	0.5266
KRH24899	Recent	0.1661	Purifying_selection	0.6136
KRH24900	Recent	0.0037	Purifying_selection	0.8933
KRH24901	Recent	0.0642	Purifying_selection	0.4584
KRH24904	Recent	0.0037	Purifying_selection	0.8933
KRH24905	Recent	0.1095	Purifying_selection	0.4487
KRH24906	Recent	0.1682	Purifying_selection	0.6927
KRH24907	Recent	0.4257	Purifying_selection	0.4966
KRH24908	Recent	0.1428	Purifying_selection	0.378
KRH24910	Recent	0.1144	Purifying_selection	0.6152
KRH24914	Recent	0.0991	Purifying_selection	0.24
KRH24916	Recent	0.0544	Purifying_selection	0.2058
KRH24917	Recent	0.1632	Purifying_selection	0.4742
KRH24918	Recent	0.0953	Purifying_selection	0.239
KRH24923	Recent	0.2497	Purifying_selection	0.2956
KRH24924	Recent	0.1756	Purifying_selection	0.35
KRH24926	Recent	0.1018	Purifying_selection	0.2385
KRH24928	Recent	0.1038	Purifying_selection	0.213
KRH24931	Recent	0.1258	Purifying_selection	0.3341
KRH24932	Recent	0.0872	Purifying_selection	0.4462
KRH24933	Recent	0.2555	Purifying_selection	0.2314
KRH24938	Recent	0.1431	Purifying_selection	0.3811
KRH24942	Recent	0.1141	Purifying_selection	0.3253
KRH24943	Recent	0.1279	Purifying_selection	0.3665
KRH24944	Recent	0.1379	Purifying_selection	0.1796
KRH24948	Recent	0.0828	Purifying_selection	0.1957
KRH24949	Recent	0.0752	Neutral	1
KRH24952	Recent	0.0998	Purifying_selection	0.5798
KRH24954	Recent	0.0791	Purifying_selection	0.3096
KRH24955	Recent	0.1483	Purifying_selection	0.6938
KRH24957	Recent	0.1068	Purifying_selection	0.285
KRH24963	Recent	0.0833	Purifying_selection	0.4062
KRH24965	Recent	0.1951	Purifying_selection	0.6722
KRH24968	Recent	0.1432	Purifying_selection	0.2685
KRH24970	Recent	0.0671	Purifying_selection	0.5557
KRH24971	Recent	0.0993	Purifying_selection	0.434
KRH24973	Recent	0.6516	Purifying_selection	0.1903
KRH24978	Recent	0.109	Purifying_selection	0.2626
KRH24979	Recent	0.1097	Purifying_selection	0.2982
KRH24980	Recent	0.0852	Purifying_selection	0.4263
KRH24981	Recent	0.1456	Purifying_selection	0.1607
KRH24985	Recent	0.1013	Purifying_selection	0.329
KRH24992	Recent	0.0712	Purifying_selection	0.1425
KRH25001	Recent	0.0754	Purifying_selection	0.3433
KRH25003	Recent	0.1228	Purifying_selection	0.2427
KRH25005	Recent	0.2042	Purifying_selection	0.5013
KRH25008	Recent	0.2394	Purifying_selection	0.1015
KRH25009	Recent	0.2547	Purifying_selection	0.2357
KRH25010	Recent	0.1237	Purifying_selection	0.4412
KRH25011	Recent	0.0653	Purifying_selection	0.2248
KRH25012	Recent	0.4863	Purifying_selection	0.0204
KRH25013	Recent	0.1518	Purifying_selection	0.3717
KRH25014	Recent	0.1107	Purifying_selection	0.3216
KRH25015	Recent	0.0978	Purifying_selection	0.1206
KRH25018	Recent	0.0776	Purifying_selection	0.2549
KRH25022	Recent	0.0943	Purifying_selection	0.2563
KRH25023	Recent	0.1558	Purifying_selection	0.2128
KRH25024	Recent	0.1777	Neutral	1
KRH25026	Recent	0.1223	Purifying_selection	0.5083
KRH25027	Recent	0.1281	Purifying_selection	0.1189
KRH25030	Recent	0.0748	Purifying_selection	0.1169
KRH25031	Recent	0.4841	Purifying_selection	0.2774
KRH25036	Recent	0.1134	Purifying_selection	0.264
KRH25038	Recent	0.35	Purifying_selection	0.4727
KRH25039	Recent	0.1028	Purifying_selection	0.4552
KRH25048	Recent	0.0868	Purifying_selection	0.2552
KRH25050	Recent	0.105	Purifying_selection	0.4743
KRH25057	Recent	0.1043	Purifying_selection	0.7032
KRH25058	Recent	0.1187	Purifying_selection	0.3891
KRH25061	Recent	0.0735	Positive_selection	1.7024
KRH25063	Recent	0.0969	Purifying_selection	0.4166
KRH25066	Recent	0.1137	Purifying_selection	0.1879
KRH25067	Recent	0.1095	Purifying_selection	0.1332
KRH25068	Recent	0.1709	Purifying_selection	0.1848
KRH25070	Recent	0.0405	Purifying_selection	0.3377
KRH25071	Recent	0.0064	Purifying_selection	0.378
KRH25072	Recent	0.1277	Purifying_selection	0.1322
KRH25076	Recent	0.1287	Purifying_selection	0.1392
KRH25078	Recent	0.2331	Purifying_selection	0.2389
KRH25079	Recent	0.1867	Purifying_selection	0.2509
KRH25080	Recent	0.0896	Purifying_selection	0.3694
KRH25081	Recent	0.1423	Purifying_selection	0.4272
KRH25082	Recent	0.1351	Purifying_selection	0.7712
KRH25083	Recent	0.1616	Purifying_selection	0.0573
KRH25084	Recent	0.2293	Purifying_selection	0.15
KRH25085	Recent	0.0829	Purifying_selection	0.323
KRH25086	Recent	0.1155	Purifying_selection	0.3806
KRH25089	Recent	0.0802	Purifying_selection	0.4283
KRH25090	Recent	0.0915	Purifying_selection	0.1686
KRH25092	Recent	0.1127	Purifying_selection	0.2601
KRH25093	Recent	0.1183	Purifying_selection	0.2205
KRH25094	Recent	0.173	Purifying_selection	0.9514
KRH25095	Recent	0.1665	Purifying_selection	0.2088
KRH25096	Recent	0.3222	Purifying_selection	0.4376
KRH25097	Recent	0.3222	Purifying_selection	0.4376
KRH25099	Recent	0.0814	Purifying_selection	0.4322
KRH25101	Recent	0.1144	Purifying_selection	0.4391
KRH25102	Recent	0.155	Purifying_selection	0.1689
KRH25103	Recent	0.1546	Purifying_selection	0.3606
KRH25104	Recent	0.1184	Purifying_selection	0.2458
KRH25107	Recent	0.4451	Purifying_selection	0.5877
KRH25108	Recent	0.0993	Purifying_selection	0.9685
KRH25109	Recent	0.073	Purifying_selection	0.4665
KRH25111	Recent	0.1311	Purifying_selection	0.3274
KRH25112	Recent	0.1093	Purifying_selection	0.1578
KRH25115	Recent	0.0994	Purifying_selection	0.6801
KRH25116	Recent	0.173	Purifying_selection	0.9514
KRH25117	Recent	0.0816	Purifying_selection	0.1105
KRH25120	Recent	0.0899	Purifying_selection	0.1947
KRH25123	Recent	0.1253	Purifying_selection	0.0865
KRH25125	Recent	0.1065	Purifying_selection	0.4772
KRH25129	Recent	0.1167	Purifying_selection	0.5436
KRH25130	Recent	0.1205	Purifying_selection	0.4475
KRH25132	Recent	0.1603	Purifying_selection	0.3055
KRH25135	Recent	0.1086	Purifying_selection	0.3104
KRH25136	Recent	0.068	Purifying_selection	0.2014
KRH25137	Recent	0.1095	Purifying_selection	0.1183
KRH25139	Recent	0.2037	Purifying_selection	0.5335
KRH25141	Recent	0.093	Purifying_selection	0.2735
KRH25143	Recent	0.5824	Purifying_selection	0.1
KRH25147	Recent	0.6884	Purifying_selection	0.2318
KRH25150	Recent	0.1652	Purifying_selection	0.5146
KRH25152	Recent	0.1448	Purifying_selection	0.4175
KRH25153	Recent	0.1746	Purifying_selection	0.1174
KRH25154	Recent	0.3362	Purifying_selection	0.5643
KRH25155	Recent	0.1482	Purifying_selection	0.3188
KRH25156	Recent	0.1647	Purifying_selection	0.5137
KRH25158	Recent	0.106	Purifying_selection	0.3907
KRH25159	Recent	0.084	Purifying_selection	0.3539
KRH25160	Recent	0.1554	Purifying_selection	0.3603
KRH25162	Recent	0.2516	Purifying_selection	0.3181
KRH25163	Recent	0.8012	Purifying_selection	0.5754
KRH25167	Recent	0.203	Purifying_selection	0.2837
KRH25168	Recent	0.213	Purifying_selection	0.1732
KRH25170	Recent	0.0869	Purifying_selection	0.2311
KRH25171	Recent	0.0122	Neutral	1
KRH25172	Recent	0.1003	Purifying_selection	0.1568
KRH25174	Recent	0.1377	Purifying_selection	0.2105
KRH25175	Recent	0.1232	Purifying_selection	0.2543
KRH25176	Recent	0.1166	Neutral	1
KRH25177	Recent	0.1887	Purifying_selection	0.6307
KRH25178	Recent	0.183	Purifying_selection	0.477
KRH25179	Recent	0.6192	Purifying_selection	0.3255
KRH25180	Recent	0.0415	Purifying_selection	0.3432
KRH25183	Recent	0.0837	Purifying_selection	0.2172
KRH25186	Recent	0.0808	Purifying_selection	0.4702
KRH25188	Recent	0.2583	Purifying_selection	0.1826
KRH25189	Recent	0.0723	Purifying_selection	0.3649
KRH25191	Recent	0.0948	Purifying_selection	0.6924
KRH25192	Recent	0.2151	Purifying_selection	0.1912
KRH25193	Recent	0.1188	Purifying_selection	0.0338
KRH25194	Recent	0.0662	Purifying_selection	0.55
KRH25195	Recent	0.2803	Purifying_selection	0.4631
KRH25196	Recent	0.0153	Neutral	1
KRH25197	Recent	0.1142	Purifying_selection	0.072
KRH25198	Recent	0.0896	Purifying_selection	0.3413
KRH25200	Recent	0.1215	Purifying_selection	0.1384
KRH25201	Recent	0.2833	Purifying_selection	0.3312
KRH25202	Recent	0.0849	Purifying_selection	0.6848
KRH25203	Recent	0.0849	Purifying_selection	0.6848
KRH25206	Recent	0.0808	Purifying_selection	0.2277
KRH25207	Recent	0.1281	Purifying_selection	0.1202
KRH25208	Recent	0.13	Purifying_selection	0.207
KRH25210	Recent	0.0985	Purifying_selection	0.9052
KRH25219	Recent	0.0691	Purifying_selection	0.3633
KRH25227	Recent	0.0857	Purifying_selection	0.4838
KRH25230	Recent	0.0927	Purifying_selection	0.1598
KRH25231	Recent	0.0963	Purifying_selection	0.478
KRH25234	Recent	0.0607	Purifying_selection	0.5204
KRH25235	Recent	0.1246	Purifying_selection	0.43
KRH25238	Recent	0.128	Purifying_selection	0.3363
KRH25243	Recent	0.3008	Purifying_selection	0.2459
KRH25245	Recent	0.1032	Purifying_selection	0.1375
KRH25248	Recent	0.0724	Purifying_selection	0.1642
KRH25249	Recent	0.2602	Purifying_selection	0.1398
KRH25251	Recent	0.109	Purifying_selection	0.3228
KRH25252	Recent	0.2688	Purifying_selection	0.9175
KRH25253	Recent	0.1513	Purifying_selection	0.4624
KRH25254	Recent	0.5537	Purifying_selection	0.6623
KRH25256	Recent	1.0833	Purifying_selection	0.1674
KRH25257	Recent	0.0905	Purifying_selection	0.6367
KRH25259	Recent	0.2728	Purifying_selection	0.5548
KRH25260	Recent	0.4986	Purifying_selection	0.3749
KRH25261	Recent	0.4986	Purifying_selection	0.3463
KRH25262	Recent	0.2149	Purifying_selection	0.4018
KRH25263	Recent	0.0911	Purifying_selection	0.467
KRH25264	Recent	0.2003	Purifying_selection	0.395
KRH25265	Recent	0.1199	Purifying_selection	0.2445
KRH25267	Recent	0.0572	Purifying_selection	0.5442
KRH25268	Recent	0.1211	Purifying_selection	0.1207
KRH25270	Recent	0.0719	Purifying_selection	0.2392
KRH25275	Recent	0.0792	Purifying_selection	0.3705
KRH25281	Recent	0.1885	Purifying_selection	0.5358
KRH25283	Recent	0.2222	Purifying_selection	0.5441
KRH25284	Recent	0.1527	Purifying_selection	0.2225
KRH25286	Recent	0.1037	Purifying_selection	0.0982
KRH25287	Recent	0.4986	Purifying_selection	0.3749
KRH25288	Recent	0.2728	Purifying_selection	0.5548
KRH25289	Recent	0.4953	Purifying_selection	0.3444
KRH25290	Recent	1.0258	Purifying_selection	0.3289
KRH25291	Recent	0.2665	Purifying_selection	0.3787
KRH25292	Recent	1.0511	Purifying_selection	0.3227
KRH25293	Recent	0.2726	Purifying_selection	0.866
KRH25294	Recent	0.4033	Purifying_selection	0.1548
KRH25295	Recent	0.1635	Purifying_selection	0.2199
KRH25297	Recent	0.1892	Purifying_selection	0.059
KRH25298	Recent	0.136	Purifying_selection	0.2884
KRH25301	Recent	0.2195	Purifying_selection	0.5207
KRH25304	Recent	0.1948	Purifying_selection	0.1126
KRH25306	Recent	0.1076	Purifying_selection	0.3663
KRH25307	Recent	0.2199	Purifying_selection	0.5067
KRH25309	Recent	0.1147	Purifying_selection	0.5048
KRH25312	Recent	0.0857	Purifying_selection	0.3496
KRH25313	Recent	0.1243	Purifying_selection	0.3059
KRH25315	Recent	0.1135	Purifying_selection	0.1988
KRH25316	Recent	0.1159	Purifying_selection	0.3417
KRH25319	Recent	0.1679	Purifying_selection	0.2683
KRH25321	Recent	0.1184	Purifying_selection	0.8204
KRH25323	Recent	0.1416	Purifying_selection	0.3047
KRH25324	Recent	0.6503	Purifying_selection	0.29
KRH25325	Recent	0.1229	Purifying_selection	0.4536
KRH25329	Recent	0.0892	Purifying_selection	0.127
KRH25331	Recent	0.0732	Purifying_selection	0.8302
KRH25332	Recent	0.1537	Purifying_selection	0.2503
KRH25334	Recent	0.1339	Purifying_selection	0.0452
KRH25336	Recent	0.135	Purifying_selection	0.6277
KRH25337	Recent	0.0809	Purifying_selection	0.3404
KRH25339	Recent	0.1671	Purifying_selection	0.5269
KRH25341	Recent	0.0989	Purifying_selection	0.3632
KRH25343	Recent	0.3076	Purifying_selection	0.0964
KRH25344	Recent	0.2832	Purifying_selection	0.3529
KRH25345	Recent	0.6748	Purifying_selection	0.1441
KRH25347	Recent	0.0916	Purifying_selection	0.2536
KRH25348	Recent	0.0975	Purifying_selection	0.3422
KRH25351	Recent	0.1125	Purifying_selection	0.3153
KRH25353	Recent	0.2299	Purifying_selection	0.3603
KRH25354	Recent	0.1712	Purifying_selection	0.309
KRH25355	Recent	0.2146	Purifying_selection	0.384
KRH25356	Recent	0.1675	Purifying_selection	0.3393
KRH25357	Recent	0.1452	Purifying_selection	0.429
KRH25358	Recent	0.5204	Purifying_selection	0.5414
KRH25359	Recent	0.0665	Purifying_selection	0.3438
KRH25361	Recent	0.1149	Purifying_selection	0.28
KRH25362	Recent	0.1222	Purifying_selection	0.4175
KRH25366	Recent	0.1614	Purifying_selection	0.0757
KRH25367	Recent	0.1118	Purifying_selection	0.1311
KRH25368	Recent	0.1946	Purifying_selection	0.1178
KRH25371	Recent	0.073	Purifying_selection	0.1563
KRH25372	Recent	0.119	Purifying_selection	0.4129
KRH25373	Recent	0.084	Purifying_selection	0.1758
KRH25376	Recent	0.1175	Purifying_selection	0.5329
KRH25379	Recent	0.0845	Purifying_selection	0.3461
KRH25380	Recent	0.0634	Positive_selection	1.3444
KRH25382	Recent	0.1514	Purifying_selection	0.1954
KRH25385	Recent	0.2678	Purifying_selection	0.2996
KRH25386	Recent	1.4333	Purifying_selection	0.4098
KRH25388	Recent	0.1598	Purifying_selection	0.3101
KRH25392	Recent	1.643	Purifying_selection	0.1732
KRH25393	Recent	0.0389	Purifying_selection	0.7335
KRH25395	Recent	0.1075	Purifying_selection	0.3911
KRH25396	Recent	0.0837	Purifying_selection	0.1719
KRH25398	Recent	0.139	Purifying_selection	0.4232
KRH25401	Recent	0.0655	Purifying_selection	0.9601
KRH25402	Recent	0.0953	Purifying_selection	0.0914
KRH25404	Recent	0.5758	Purifying_selection	0.3445
KRH25405	Recent	0.1472	Purifying_selection	0.392
KRH25406	Recent	0.678	Purifying_selection	0.3943
KRH25407	Recent	0.1231	Purifying_selection	0.1201
KRH25408	Recent	0.1938	Purifying_selection	0.588
KRH25410	Recent	0.2866	Purifying_selection	0.3472
KRH25411	Recent	1.7393	Purifying_selection	0.3994
KRH25412	Recent	0.1556	Purifying_selection	0.306
KRH25413	Recent	0.1288	Purifying_selection	0.2943
KRH25417	Recent	0.0721	Purifying_selection	0.5067
KRH25423	Old	2.5586	Purifying_selection	0.169
KRH25424	Recent	0.1555	Purifying_selection	0.2545
KRH25425	Recent	1.019	Purifying_selection	0.4861
KRH25426	Recent	0.1618	Purifying_selection	0.2921
KRH25428	Recent	0.5437	Purifying_selection	0.3276
KRH25429	Recent	0.0162	Neutral	1
KRH25430	Recent	0.0204	Purifying_selection	0.8778
KRH25431	Recent	0.1077	Purifying_selection	0.1588
KRH25433	Recent	0.0977	Purifying_selection	0.2873
KRH25434	Recent	0.2085	Purifying_selection	0.7191
KRH25435	Recent	0.0884	Purifying_selection	0.7191
KRH25436	Recent	0.1368	Purifying_selection	0.2578
KRH25438	Recent	0.1695	Purifying_selection	0.1934
KRH25439	Recent	0.0725	Purifying_selection	0.2197
KRH25441	Recent	0.1279	Purifying_selection	0.7223
KRH25443	Recent	0.105	Purifying_selection	0.4871
KRH25444	Recent	0.4011	Purifying_selection	0.2646
KRH25446	Recent	0.1808	Purifying_selection	0.2485
KRH25447	Recent	1.5832	Purifying_selection	0.1801
KRH25448	Recent	1.4611	Purifying_selection	0.3345
KRH25450	Recent	0.2234	Purifying_selection	0.1887
KRH25452	Recent	0.1067	Purifying_selection	0.4252
KRH25453	Recent	0.0826	Purifying_selection	0.8789
KRH25454	Recent	0.1458	Purifying_selection	0.2295
KRH25455	Recent	0.0999	Purifying_selection	0.5222
KRH25456	Recent	0.0282	Neutral	1
KRH25457	Recent	0.3179	Purifying_selection	0.4599
KRH25458	Recent	0.1004	Purifying_selection	0.4849
KRH25459	Recent	0.2865	Purifying_selection	0.4923
KRH25460	Recent	0.0126	Neutral	1
KRH25461	Recent	0.2215	Purifying_selection	0.5657
KRH25463	Recent	0.0677	Neutral	1
KRH25468	Recent	0.1366	Purifying_selection	0.437
KRH25469	Recent	0.0152	Neutral	1
KRH25470	Recent	0.1305	Purifying_selection	0.4335
KRH25471	Recent	0.1397	Purifying_selection	0.1984
KRH25473	Recent	0.233	Purifying_selection	0.163
KRH25474	Old	4.0848	Purifying_selection	0.0974
KRH25476	Recent	0.045	Purifying_selection	0.7252
KRH25478	Recent	0.1172	Purifying_selection	0.4284
KRH25479	Recent	0.2629	Purifying_selection	0.4049
KRH25480	Recent	0.1132	Purifying_selection	0.8835
KRH25486	Recent	0.1367	Purifying_selection	0.1706
KRH25488	Recent	0.0779	Purifying_selection	0.2662
KRH25490	Recent	0.2391	Purifying_selection	0.5504
KRH25491	Recent	0.1194	Purifying_selection	0.318
KRH25492	Recent	0.1444	Purifying_selection	0.8641
KRH25493	Recent	0.2421	Purifying_selection	0.379
KRH25494	Recent	0.2711	Purifying_selection	0.8641
KRH25495	Recent	0.1276	Purifying_selection	0.149
KRH25497	Recent	0.1479	Purifying_selection	0.5386
KRH25498	Recent	0.1052	Purifying_selection	0.1938
KRH25500	Recent	1.4522	Purifying_selection	0.2643
KRH25502	Recent	0.041	Purifying_selection	0.2033
KRH25503	Recent	0.1662	Purifying_selection	0.2952
KRH25506	Recent	0.0711	Purifying_selection	0.6827
KRH25508	Recent	0.0043	Neutral	1
KRH25510	Recent	0.1376	Purifying_selection	0.3721
KRH25512	Recent	0.1807	Purifying_selection	0.3524
KRH25513	Recent	0.1197	Purifying_selection	0.4578
KRH25514	Recent	0.0068	Neutral	1
KRH25515	Recent	0.0075	Purifying_selection	0.7911
KRH25516	Recent	0.1279	Purifying_selection	0.272
KRH25518	Recent	0.117	Purifying_selection	0.619
KRH25519	Recent	0.0378	Neutral	1
